Signal,Ticker,Sector,Last Close,52W Extreme,% From Extreme,RSI,Vol vs Avg,Date Hit,P/E,P/B,Curr Ratio,D/E,Div Yield %,EPS TTM,Graham Def,Graham Ent,Graham Score
NEW_HIGH,EA,Communication Services,209.0,209.34,-0.16,81.6,0.9,2026-07-20,,,,,,,N,N,0
NEW_HIGH,SBUX,Consumer Discretionary,103.21,109.23,-5.51,47.2,1.0,2026-07-17,78.8,-13.9,0.92,,240.0,1.31,N,N,3
NEW_HIGH,ADM,Consumer Staples,86.35,88.46,-2.39,82.8,0.8,2026-07-23,,,,,,,N,N,0
NEW_HIGH,MNST,Consumer Staples,93.56,100.34,-6.76,38.5,0.6,2026-07-17,45.2,10.48,3.26,0.011,,2.07,N,N,3
NEW_HIGH,MO,Consumer Staples,72.08,75.28,-4.25,47.4,1.0,2026-07-17,15.2,-37.98,0.62,,581.0,4.79,N,N,3
NEW_HIGH,PM,Consumer Staples,191.12,199.78,-4.33,58.9,1.2,2026-07-22,212.1,-32.42,0.98,,305.0,0.91,N,N,3
NEW_HIGH,SJM,Consumer Staples,115.71,118.14,-2.06,49.0,0.9,2026-07-22,,2.28,0.78,1.286,387.0,-1.3,N,N,1
NEW_HIGH,TGT,Consumer Staples,134.48,144.4,-6.87,58.0,0.7,2026-07-17,18.1,3.79,0.93,1.175,339.0,7.56,N,N,2
NEW_HIGH,MPC,Energy,312.27,326.92,-4.48,80.8,1.0,2026-07-22,20.4,5.41,1.18,1.465,126.0,15.18,N,N,2
NEW_HIGH,PSX,Energy,206.98,216.08,-4.21,78.0,1.4,2026-07-22,20.5,2.91,1.13,0.914,246.0,10.11,N,N,3
NEW_HIGH,TRGP,Energy,285.58,289.66,-1.41,77.4,0.8,2026-07-23,28.7,19.26,0.72,5.852,178.0,9.79,N,N,2
NEW_HIGH,VLO,Energy,305.26,320.24,-4.68,71.6,0.8,2026-07-22,22.1,3.76,1.58,0.427,159.0,13.7,N,N,3
NEW_HIGH,AFL,Financials,124.34,125.93,-1.26,65.2,0.9,2026-07-17,,,,,,,N,N,0
NEW_HIGH,BAC,Financials,61.28,62.12,-1.35,64.0,0.8,2026-07-17,,,,,,,N,N,0
NEW_HIGH,CPAY,Financials,364.8,374.09,-2.48,57.8,0.6,2026-07-17,,,,,,,N,N,0
NEW_HIGH,EG,Financials,375.56,385.69,-2.63,53.8,1.1,2026-07-17,,,,,,,N,N,0
NEW_HIGH,GL,Financials,171.08,191.55,-10.69,32.8,2.7,2026-07-17,,,,,,,N,N,0
NEW_HIGH,KEY,Financials,22.72,24.07,-5.61,46.5,1.1,2026-07-17,,,,,,,N,N,0
NEW_HIGH,MET,Financials,92.54,94.86,-2.45,61.3,1.1,2026-07-17,18.3,2.24,,,256.0,,N,N,1
NEW_HIGH,MSCI,Financials,552.51,644.77,-14.31,35.6,1.6,2026-07-17,30.1,-14.89,0.89,,148.0,18.29,N,N,3
NEW_HIGH,MTB,Financials,245.97,255.0,-3.54,58.9,0.9,2026-07-17,13.2,1.42,,,240.0,18.89,N,N,4
NEW_HIGH,PNC,Financials,249.26,254.46,-2.04,52.8,0.8,2026-07-17,13.8,1.75,,,319.0,18.17,N,N,3
NEW_HIGH,PRU,Financials,117.84,120.59,-2.28,64.0,0.7,2026-07-22,12.1,1.3,0.81,1.59,467.0,9.88,N,N,4
NEW_HIGH,RF,Financials,30.66,32.47,-5.57,53.3,0.9,2026-07-17,12.5,1.51,,,355.0,2.46,N,N,3
NEW_HIGH,TRV,Financials,376.37,378.66,-0.6,71.7,1.2,2026-07-23,10.4,2.44,0.32,0.274,129.0,37.22,N,N,4
NEW_HIGH,USB,Financials,63.33,64.84,-2.33,58.0,0.9,2026-07-17,12.8,1.64,,,325.0,5.01,N,N,3
NEW_HIGH,ABBV,Health Care,256.92,260.96,-1.55,47.0,0.5,2026-07-17,,,,,,,N,N,0
NEW_HIGH,BMY,Health Care,61.51,62.29,-1.25,62.0,0.7,2026-07-17,,,,,,,N,N,0
NEW_HIGH,CRL,Health Care,229.29,238.85,-4.0,48.5,1.2,2026-07-23,,,,,,,N,N,0
NEW_HIGH,CVS,Health Care,106.89,110.0,-2.83,57.8,0.8,2026-07-22,,,,,,,N,N,0
NEW_HIGH,DGX,Health Care,227.9,237.78,-4.16,63.9,3.6,2026-07-23,,,,,,,N,N,0
NEW_HIGH,INCY,Health Care,116.69,119.6,-2.43,49.5,0.6,2026-07-17,,,,,,,N,N,0
NEW_HIGH,LH,Health Care,291.02,298.46,-2.49,54.8,2.1,2026-07-23,,,,,,,N,N,0
NEW_HIGH,MRK,Health Care,130.48,131.74,-0.96,51.5,0.9,2026-07-17,36.9,7.06,1.3,1.069,261.0,3.55,N,N,2
NEW_HIGH,TECH,Health Care,71.77,72.12,-0.49,66.7,0.4,2026-07-17,102.3,5.37,4.49,0.139,45.0,0.7,N,N,4
NEW_HIGH,VTRS,Health Care,17.28,17.68,-2.26,57.3,0.8,2026-07-21,,1.37,1.6,0.997,278.0,-0.3,N,N,3
NEW_HIGH,WST,Health Care,355.48,386.0,-7.91,40.4,2.2,2026-07-23,42.0,7.78,2.82,0.104,25.0,7.81,N,N,4
NEW_HIGH,CHRW,Industrials,205.51,210.33,-2.29,70.8,0.9,2026-07-22,,,,,,,N,N,0
NEW_HIGH,CSX,Industrials,52.81,53.31,-0.94,75.6,2.2,2026-07-23,,,,,,,N,N,0
NEW_HIGH,EXPD,Industrials,176.18,183.52,-4.0,63.5,0.6,2026-07-17,,,,,,,N,N,0
NEW_HIGH,GD,Industrials,381.79,387.69,-1.52,60.7,1.5,2026-07-23,,,,,,,N,N,0
NEW_HIGH,GWW,Industrials,1367.46,1419.91,-3.69,56.0,0.9,2026-07-17,,,,,,,N,N,0
NEW_HIGH,IEX,Industrials,222.22,231.7,-4.09,48.6,0.9,2026-07-17,,,,,,,N,N,0
NEW_HIGH,MMM,Industrials,169.59,176.16,-3.73,65.0,1.3,2026-07-21,30.7,27.59,1.24,4.379,181.0,5.63,N,N,2
NEW_HIGH,NSC,Industrials,348.55,358.6,-2.8,73.7,2.7,2026-07-23,29.9,4.85,0.83,1.022,155.0,11.71,N,N,2
NEW_HIGH,PCAR,Industrials,130.75,133.49,-2.05,71.4,1.7,2026-07-23,28.2,3.52,5.56,0.762,106.0,4.69,N,N,4
NEW_HIGH,SNA,Industrials,395.41,419.68,-5.78,35.5,1.9,2026-07-17,20.6,3.46,3.43,0.211,247.0,19.6,N,N,4
NEW_HIGH,UNP,Industrials,304.33,315.99,-3.69,73.8,2.5,2026-07-23,24.9,9.4,0.99,1.508,180.0,12.35,N,N,2
NEW_HIGH,URI,Industrials,1139.71,1177.67,-3.22,56.0,2.4,2026-07-23,27.5,7.99,0.76,1.668,69.0,41.55,N,N,2
NEW_HIGH,WAB,Industrials,297.99,298.15,-0.05,80.0,1.7,2026-07-23,40.7,4.63,1.02,0.62,42.0,7.44,N,N,3
NEW_HIGH,WM,Industrials,237.27,247.15,-4.0,57.3,0.7,2026-07-17,277.6,9.58,0.93,2.284,148.0,0.86,N,N,2
NEW_HIGH,AAPL,Information Technology,321.66,334.99,-3.98,63.0,0.6,2026-07-17,,,,,,,N,N,0
NEW_HIGH,PANW,Information Technology,325.63,368.8,-11.71,42.1,0.8,2026-07-17,276.7,9.51,0.86,0.077,,1.17,N,N,2
NEW_HIGH,CTVA,Materials,88.78,89.39,-0.68,61.4,0.9,2026-07-23,,,,,,,N,N,0
NEW_HIGH,AACB,Other,10.55,10.59,-0.38,56.8,0.2,2026-07-17,,,,,,,N,N,0
NEW_HIGH,ACHC,Other,34.01,35.83,-5.08,59.4,0.6,2026-07-22,,,,,,,N,N,0
NEW_HIGH,ACIW,Other,54.53,60.17,-9.37,48.4,0.5,2026-07-17,,,,,,,N,N,0
NEW_HIGH,ACNB,Other,62.86,62.87,-0.02,60.9,1.2,2026-07-23,,,,,,,N,N,0
NEW_HIGH,ACRS,Other,5.48,5.88,-6.8,48.0,0.4,2026-07-20,,,,,,,N,N,0
NEW_HIGH,ACT,Other,45.97,47.28,-2.77,54.9,1.0,2026-07-17,,,,,,,N,N,0
NEW_HIGH,ADVB,Other,16.78,20.87,-19.6,84.4,2.4,2026-07-23,,,,,,,N,N,0
NEW_HIGH,AFBI,Other,22.94,22.97,-0.13,90.9,2.2,2026-07-23,,,,,,,N,N,0
NEW_HIGH,ALDF,Other,10.73,10.73,0.0,53.8,0.0,2026-07-23,,,,,,,N,N,0
NEW_HIGH,ALOT,Other,28.68,28.86,-0.62,63.5,0.8,2026-07-21,,,,,,,N,N,0
NEW_HIGH,AMAL,Other,48.66,49.08,-0.86,64.1,1.3,2026-07-23,,,,,,,N,N,0
NEW_HIGH,AMRX,Other,17.97,18.39,-2.28,59.7,1.1,2026-07-17,,,,,,,N,N,0
NEW_HIGH,ANSC,Other,11.45,11.45,0.0,72.9,0.0,2026-07-23,,,,,,,N,N,0
NEW_HIGH,APAC,Other,10.17,10.18,-0.1,,0.0,2026-07-21,,,,,,,N,N,0
NEW_HIGH,APGE,Other,134.26,134.4,-0.1,74.5,0.3,2026-07-22,,,,,,,N,N,0
NEW_HIGH,APXT,Other,10.12,10.19,-0.69,60.5,0.5,2026-07-22,,,,,,,N,N,0
NEW_HIGH,APXTU,Other,10.35,10.5,-1.43,57.3,3.9,2026-07-22,,,,,,,N,N,0
NEW_HIGH,ARTNA,Other,33.92,34.86,-2.7,43.4,0.7,2026-07-20,,,,,,,N,N,0
NEW_HIGH,ARWR,Other,86.78,95.49,-9.12,53.2,0.8,2026-07-22,,,,,,,N,N,0
NEW_HIGH,ASRV,Other,4.15,4.22,-1.66,73.7,1.0,2026-07-23,,,,,,,N,N,0
NEW_HIGH,ATAI,Other,7.17,7.22,-0.69,74.7,0.4,2026-07-17,,,,,,,N,N,0
NEW_HIGH,ATEX,Other,100.42,113.0,-11.13,45.4,0.6,2026-07-20,,,,,,,N,N,0
NEW_HIGH,BANL,Other,4.76,5.34,-10.86,87.7,0.6,2026-07-23,,,,,,,N,N,0
NEW_HIGH,BANR,Other,68.85,72.65,-5.23,57.2,1.5,2026-07-17,,,,,,,N,N,0
NEW_HIGH,BJRI,Other,65.09,70.4,-7.54,66.5,1.1,2026-07-20,,,,,,,N,N,0
NEW_HIGH,BKHA,Other,12.35,13.1,-5.73,61.3,0.5,2026-07-22,,,,,,,N,N,0
NEW_HIGH,BLBD,Other,77.51,83.39,-7.05,54.3,0.9,2026-07-21,,,,,,,N,N,0
NEW_HIGH,BLFS,Other,30.77,32.23,-4.53,66.3,3.0,2026-07-23,,,,,,,N,N,0
NEW_HIGH,BPAC,Other,10.15,10.15,0.0,75.0,3.2,2026-07-23,,,,,,,N,N,0
NEW_HIGH,BPOP,Other,170.88,175.12,-2.42,58.1,1.5,2026-07-23,,,,,,,N,N,0
NEW_HIGH,BTSG,Other,69.84,73.4,-4.85,52.8,0.7,2026-07-20,,,,,,,N,N,0
NEW_HIGH,BWEN,Other,5.18,5.42,-4.43,59.3,1.4,2026-07-23,,,,,,,N,N,0
NEW_HIGH,BWFG,Other,60.57,61.86,-2.09,58.9,2.4,2026-07-23,,,,,,,N,N,0
NEW_HIGH,CAKE,Other,84.46,87.9,-3.91,61.8,1.0,2026-07-20,,,,,,,N,N,0
NEW_HIGH,CBK,Other,32.79,34.46,-4.85,43.8,0.7,2026-07-20,,,,,,,N,N,0
NEW_HIGH,CBNK,Other,35.63,37.0,-3.7,51.1,0.8,2026-07-17,,,,,,,N,N,0
NEW_HIGH,CCBG,Other,50.95,52.22,-2.43,57.0,0.8,2026-07-22,,,,,,,N,N,0
