Ticker,Sector,Last Close,52W High,% From High,RSI,Vol vs Avg,Date Hit
GLBS,Other,3.09,3.19,-3.13,71.4,0.4,2026-07-02
GLOW,Other,34.59,34.86,-0.77,60.3,1.2,2026-07-02
GNOM,Other,58.4,59.04,-1.08,92.2,1.2,2026-07-02
GREEL,Other,23.25,23.25,0.0,72.5,1.5,2026-07-02
GSBC,Other,78.83,81.93,-3.78,63.8,1.0,2026-07-02
GTEN,Other,10.49,10.6,-1.04,60.1,7.1,2026-07-02
GTERA,Other,10.31,10.32,-0.1,60.0,0.0,2026-06-29
GTPE,Other,60.66,61.93,-2.05,54.2,0.1,2026-06-30
GTX,Other,31.75,36.25,-12.41,42.8,1.4,2026-06-30
HAFC,Other,32.49,33.5,-3.01,61.1,0.6,2026-07-02
HAVA,Other,10.1,10.13,-0.3,57.1,0.0,2026-06-29
HBCP,Other,69.32,71.46,-2.99,58.1,1.1,2026-07-02
HBNC,Other,19.78,20.42,-3.13,56.1,0.7,2026-07-02
HBT,Other,32.18,33.1,-2.78,71.4,0.5,2026-07-02
HCSG,Other,25.15,25.55,-1.57,86.2,0.9,2026-07-01
HFBL,Other,20.8,23.25,-10.54,62.1,8.9,2026-07-02
HFWA,Other,29.7,30.58,-2.88,58.4,0.6,2026-07-02
HNDL,Other,22.79,22.95,-0.7,55.3,0.7,2026-06-30
HOFT,Other,16.82,18.09,-7.02,61.3,0.6,2026-07-01
HOPE,Other,13.58,14.05,-3.35,62.4,0.8,2026-07-02
HRTS,Other,37.27,37.27,0.0,80.2,0.8,2026-07-02
HTO,Other,62.42,62.67,-0.4,86.2,1.1,2026-07-02
HWAY,Other,38.06,43.62,-12.75,50.9,1.0,2026-07-01
HWBK,Other,38.64,40.36,-4.26,57.2,0.4,2026-07-01
HWC,Other,74.61,76.39,-2.33,64.4,1.1,2026-07-02
HWSM,Other,30.79,30.79,0.0,59.3,0.0,2026-07-02
HYBI,Other,49.38,49.38,0.0,63.7,0.5,2026-07-02
HYNE,Other,16.69,16.86,-1.01,69.4,0.4,2026-06-26
HYP,Other,28.85,32.16,-10.29,47.1,0.2,2026-06-30
HYXF,Other,46.53,46.94,-0.87,58.1,10.8,2026-06-30
HYZD,Other,22.54,22.65,-0.49,59.6,5.8,2026-07-02
IART,Other,18.05,18.92,-4.6,56.9,0.7,2026-06-29
IBB,Other,195.7,195.82,-0.06,97.0,1.3,2026-07-02
IBBQ,Other,33.63,33.64,-0.03,97.9,2.3,2026-07-02
IBOC,Other,75.9,78.46,-3.26,50.9,0.6,2026-06-26
IBTG,Other,22.83,22.84,-0.04,80.0,0.7,2026-07-02
IBTH,Other,22.32,22.33,-0.04,58.5,1.7,2026-07-02
ICCC,Other,10.29,11.16,-7.8,59.0,1.5,2026-07-01
ICHR,Other,98.22,113.58,-13.52,59.8,1.4,2026-07-01
IGAC,Other,10.03,10.03,0.0,71.5,0.4,2026-07-02
IGACR,Other,0.18,0.22,-18.18,33.3,2.8,2026-07-01
IGIC,Other,27.66,27.93,-0.97,64.4,1.1,2026-07-02
IGSB,Other,52.25,52.28,-0.06,56.2,0.7,2026-06-29
IJT,Other,175.89,179.65,-2.09,70.6,0.9,2026-07-01
ILMN,Other,188.68,189.36,-0.36,68.0,1.4,2026-07-02
ILPT,Other,8.95,9.37,-4.48,48.9,0.6,2026-06-29
IMCV,Other,93.28,93.28,0.0,67.4,0.8,2026-07-02
IMUX,Other,14.8,15.84,-6.57,70.3,0.6,2026-06-26
IMVT,Other,38.79,39.28,-1.25,84.0,0.6,2026-06-26
INAC,Other,10.25,10.27,-0.19,49.5,1.1,2026-07-02
INBK,Other,28.1,28.88,-2.7,69.5,1.9,2026-07-02
INDB,Other,84.18,85.74,-1.82,62.5,0.6,2026-07-01
INDV,Other,39.8,42.81,-7.03,61.6,0.8,2026-06-26
INNV,Other,11.99,12.64,-5.14,87.2,0.7,2026-06-30
IPCX,Other,10.35,10.35,0.0,66.7,0.3,2026-07-02
IPEX,Other,10.5,10.52,-0.19,50.0,0.1,2026-06-26
IQMX,Other,13.03,13.78,-5.44,76.2,0.8,2026-07-02
IRDM,Other,53.75,57.18,-6.0,57.0,0.9,2026-07-02
ITIC,Other,281.21,284.0,-0.98,88.2,2.4,2026-07-02
IUS,Other,66.44,66.57,-0.2,63.9,0.5,2026-07-02
IUSV,Other,111.58,111.6,-0.02,65.7,0.8,2026-07-02
IVSS,Other,30.04,30.34,-0.99,75.5,0.6,2026-07-01
JAZZ,Other,243.47,243.81,-0.14,58.0,0.8,2026-07-02
JBSS,Other,90.6,90.89,-0.32,80.3,0.7,2026-07-02
JDOC,Other,61.89,61.89,0.0,76.3,0.0,2026-07-02
JMSB,Other,22.17,22.78,-2.68,62.3,0.4,2026-07-02
JSMD,Other,97.76,101.7,-3.87,56.5,1.0,2026-07-01
JSML,Other,90.97,97.96,-7.14,59.3,0.6,2026-06-29
JTEK,Other,103.63,111.82,-7.32,49.5,0.8,2026-06-30
KALU,Other,176.27,195.96,-10.05,41.6,0.9,2026-06-30
KBWP,Other,133.79,133.79,0.0,79.9,1.1,2026-07-02
KBWY,Other,18.88,18.89,-0.05,64.8,1.2,2026-07-02
KCHV,Other,10.39,10.39,0.0,70.0,0.0,2026-07-02
KFFB,Other,5.07,5.48,-7.48,59.5,0.0,2026-06-30
KINS,Other,20.12,20.24,-0.59,83.6,1.3,2026-07-02
KLAG,Other,43.89,77.55,-43.4,46.8,2.6,2026-06-30
KLIC,Other,121.33,135.8,-10.66,58.6,1.2,2026-07-01
KNSA,Other,64.53,64.81,-0.43,81.8,0.6,2026-06-30
KOYN,Other,10.14,10.16,-0.2,58.3,2.4,2026-07-02
KRNY,Other,9.37,9.65,-2.9,68.0,0.9,2026-07-02
KRT,Other,34.25,34.38,-0.38,81.0,1.2,2026-07-02
KRYS,Other,375.07,382.54,-1.95,79.0,0.6,2026-06-30
KTCC,Other,4.26,4.42,-3.62,69.8,0.3,2026-06-30
KYIVW,Other,5.9,6.28,-6.05,,20.0,2026-07-02
LAMR,Other,157.56,158.44,-0.56,72.4,0.7,2026-07-01
LARK,Other,31.14,32.39,-3.86,64.3,0.4,2026-06-26
LBRX,Other,33.43,34.0,-1.68,77.4,1.2,2026-07-02
LCNB,Other,17.89,18.52,-3.4,58.0,0.3,2026-06-26
LEXI,Other,40.34,40.69,-0.86,55.6,1.3,2026-06-30
LFSC,Other,46.14,46.19,-0.11,93.5,2.6,2026-07-02
LFST,Other,11.27,11.62,-3.01,91.3,1.3,2026-07-02
LGCF,Other,36.32,36.32,0.0,65.3,2.3,2026-07-02
LGND,Other,319.55,320.99,-0.45,81.5,0.7,2026-06-30
LILA,Other,7.62,8.1,-5.93,75.4,0.6,2026-07-01
LILAK,Other,7.63,8.05,-5.22,75.7,0.7,2026-07-01
LIND,Other,26.22,30.0,-12.6,65.0,0.7,2026-06-26
LINT,Other,187.8,266.48,-29.53,50.0,0.8,2026-06-30
LIVN,Other,83.62,83.98,-0.43,69.1,0.6,2026-06-26
LIXT,Other,7.21,8.38,-13.96,49.7,1.2,2026-07-01
LKSP,Other,10.15,10.15,0.0,57.1,0.1,2026-07-02
LLYVA,Other,104.11,105.47,-1.29,66.1,1.0,2026-07-02
LLYVK,Other,108.0,108.92,-0.84,67.2,0.8,2026-07-02
LNTH,Other,109.89,111.86,-1.76,67.0,0.5,2026-06-30
LOCO,Other,16.68,17.4,-4.14,61.9,0.6,2026-07-01
LOTI,Other,26.33,26.33,0.0,65.7,0.8,2026-07-02
LPAA,Other,10.85,10.85,0.0,70.0,0.0,2026-07-02
LPBB,Other,10.7,10.76,-0.56,45.5,0.0,2026-06-26
LPBBW,Other,0.35,0.36,-2.78,,20.0,2026-07-02
LQDA,Other,78.93,80.69,-2.18,63.9,0.5,2026-06-30
LQDT,Other,38.36,39.93,-3.93,53.0,0.8,2026-06-29
LSBK,Other,16.8,17.96,-6.46,55.6,0.9,2026-06-30
LVDS,Other,58.09,58.09,0.0,67.1,1.8,2026-07-02
LVHD,Other,45.12,45.12,0.0,66.0,0.6,2026-07-02
LWAC,Other,10.27,10.27,0.0,66.7,1.5,2026-07-02
LXRX,Other,2.32,2.68,-13.43,68.7,0.6,2026-06-30
MAMA,Other,18.68,21.0,-11.05,70.5,0.8,2026-06-29
MBBC,Other,15.25,15.79,-3.42,68.8,0.3,2026-07-01
MBIN,Other,48.82,51.47,-5.15,44.7,0.6,2026-06-30
MBWM,Other,57.81,59.71,-3.18,66.5,0.9,2026-07-02
MBX,Other,57.8,58.5,-1.2,92.8,0.7,2026-07-01
MCBS,Other,36.26,37.46,-3.2,65.2,0.8,2026-07-02
MCDS,Other,67.6,67.95,-0.52,65.4,0.2,2026-06-30
MCHB,Other,16.16,16.51,-2.12,65.9,0.7,2026-07-02
MCRI,Other,129.94,135.93,-4.41,57.0,0.9,2026-06-29
MDIV,Other,16.61,16.65,-0.24,54.4,0.5,2026-06-29
MEDX,Other,37.55,37.55,0.0,73.6,0.6,2026-07-02
METCI,Other,25.39,25.41,-0.08,54.3,0.7,2026-07-02
MFLX,Other,17.4,17.45,-0.29,74.9,0.1,2026-07-02
MFMO,Other,24.09,25.73,-6.37,49.7,1.6,2026-06-30
MGTX,Other,13.92,13.94,-0.14,83.7,1.0,2026-07-02
MIRM,Other,125.59,125.75,-0.13,82.7,0.6,2026-07-02
MITK,Other,19.21,21.05,-8.74,78.0,0.8,2026-07-01
MKDW,Other,11.8,12.29,-3.99,79.3,0.1,2026-06-29
MKSI,Other,365.56,447.62,-18.33,53.2,1.4,2026-06-30
MMTX,Other,10.11,10.12,-0.1,75.0,0.0,2026-06-29
MNSB,Other,24.64,25.28,-2.53,52.1,0.4,2026-07-02
MODL,Other,51.31,51.53,-0.43,64.8,1.7,2026-07-02
MOVE,Other,17.37,26.72,-34.99,48.0,1.3,2026-06-29
MPB,Other,35.18,35.98,-2.22,59.9,0.8,2026-07-02
MPLT,Other,37.09,37.61,-1.38,70.3,0.8,2026-07-02
MQ,Other,17.41,17.65,-1.36,97.5,0.3,2026-07-02
MRCY,Other,126.21,127.83,-1.27,57.9,0.7,2026-07-01
MRVI,Other,6.04,6.55,-7.79,70.0,0.5,2026-06-29
MSBI,Other,30.35,31.67,-4.17,56.8,0.7,2026-07-01
MSBIP,Other,25.12,25.49,-1.45,54.3,0.3,2026-07-01
MTCH,Other,37.9,38.94,-2.67,68.4,0.8,2026-07-01
MTLS,Other,7.16,7.5,-4.53,64.9,0.6,2026-07-01
MULT,Other,25.1,25.11,-0.04,59.0,0.0,2026-06-29
MVBF,Other,29.41,30.23,-2.71,65.7,1.1,2026-07-02
MXL,Other,93.12,128.3,-27.42,55.2,1.2,2026-06-30
MYCG,Other,24.92,24.94,-0.08,76.8,0.4,2026-07-02
MYCH,Other,24.85,24.86,-0.04,59.8,0.3,2026-07-02
MYFW,Other,32.99,33.69,-2.08,72.6,0.5,2026-07-02
MYMF,Other,24.85,24.85,0.0,78.6,0.0,2026-07-02
MYMG,Other,24.64,24.7,-0.24,39.7,0.1,2026-06-26
MYMI,Other,24.68,24.73,-0.2,80.2,0.1,2026-06-29
MYRG,Other,433.01,503.57,-14.01,51.9,1.2,2026-06-30
NAVN,Other,25.67,25.85,-0.7,60.9,1.1,2026-07-02
NBIX,Other,174.26,174.38,-0.07,66.9,1.0,2026-07-02
NBTB,Other,50.08,50.89,-1.59,66.6,0.8,2026-07-02
NDLS,Other,14.49,16.1,-10.0,51.9,0.9,2026-07-02
NECB,Other,27.61,28.94,-4.6,67.9,0.7,2026-06-26
NEO,Other,15.16,15.56,-2.57,81.4,0.6,2026-07-02
NESR,Other,27.9,30.31,-7.95,62.6,0.8,2026-06-30
NEWT,Other,14.57,15.34,-5.02,62.1,0.8,2026-06-29
NEWTG,Other,25.63,25.74,-0.43,73.9,1.3,2026-07-02
NEWTI,Other,25.28,25.39,-0.43,56.2,6.6,2026-07-02
NEWTP,Other,24.9,25.05,-0.6,75.5,2.4,2026-07-02
NEWZ,Other,30.13,30.14,-0.03,76.1,1.0,2026-07-01
NFBK,Other,14.79,15.01,-1.47,52.5,0.6,2026-06-26
NHPAP,Other,23.1,23.1,0.0,80.1,0.4,2026-07-02
NHPBP,Other,22.77,22.77,0.0,75.6,0.9,2026-07-02
NIXT,Other,32.98,33.05,-0.21,68.3,0.3,2026-07-01
NMP,Other,10.26,10.28,-0.19,66.7,0.0,2026-06-29
NNBR,Other,3.49,4.42,-21.04,59.5,1.0,2026-07-02
NODK,Other,16.09,16.49,-2.43,63.1,0.7,2026-06-26
NPFI,Other,26.03,26.05,-0.08,69.4,0.7,2026-07-02
NRC,Other,22.4,22.65,-1.1,78.5,0.4,2026-07-01
NRIX,Other,23.97,24.88,-3.66,95.1,0.3,2026-06-30
NTCT,Other,40.93,43.8,-6.55,44.5,0.8,2026-06-30
NTRA,Other,279.32,279.63,-0.11,86.9,0.8,2026-07-02
NTWO,Other,10.74,10.74,0.0,,12.4,2026-07-02
NUSB,Other,25.18,25.18,0.0,86.7,0.6,2026-07-02
NUTX,Other,196.53,201.49,-2.46,86.7,1.9,2026-07-02
NUVL,Other,123.73,123.8,-0.06,65.2,0.2,2026-07-02
NVCT,Other,19.57,29.27,-33.14,64.8,1.3,2026-06-29
NWBI,Other,15.11,15.47,-2.33,62.1,1.0,2026-07-02
NWFL,Other,32.22,32.86,-1.95,53.1,0.5,2026-06-29
OACC,Other,10.74,10.74,0.0,75.0,0.2,2026-07-02
OBA,Other,10.25,10.25,0.0,60.0,0.0,2026-07-02
OBIL,Other,50.01,50.02,-0.02,63.2,0.4,2026-07-02
OFSSH,Other,23.83,24.0,-0.71,72.7,1.6,2026-07-02
OKTA,Other,141.42,145.95,-3.1,79.7,0.9,2026-07-02
OKTG,Other,30.74,32.62,-5.76,79.7,0.7,2026-07-02
OLPX,Other,2.07,2.09,-0.96,66.7,8.5,2026-07-02
ONB,Other,26.0,26.51,-1.92,68.9,0.8,2026-07-02
OPBK,Other,15.14,15.73,-3.75,68.5,0.6,2026-06-26
OPK,Other,1.52,1.61,-5.59,63.0,0.7,2026-06-26
OPTZ,Other,46.67,49.76,-6.21,50.4,0.5,2026-06-30
ORKA,Other,85.21,97.78,-12.86,67.6,2.4,2026-06-30
ORRF,Other,40.85,41.98,-2.69,61.3,0.6,2026-07-02
OSBC,Other,23.23,23.89,-2.76,62.9,0.6,2026-07-02
OSCG,Other,33.17,34.47,-3.77,62.7,0.9,2026-07-02
OSCX,Other,128.19,135.27,-5.23,62.3,0.8,2026-07-02
OUST,Other,49.84,63.79,-21.87,58.8,1.7,2026-06-30
OXLCI,Other,25.6,25.62,-0.08,67.4,0.7,2026-07-02
OYSE,Other,10.31,10.34,-0.29,70.0,0.0,2026-06-30
OZK,Other,49.84,53.39,-6.65,42.1,2.1,2026-07-01
PACH,Other,10.26,10.26,0.0,58.3,0.0,2026-07-02
PALU,Other,53.69,56.82,-5.51,83.2,0.7,2026-07-01
PANG,Other,33.19,35.03,-5.25,83.6,0.5,2026-07-01
PARK,Other,20.91,22.67,-7.76,65.5,0.8,2026-06-30
PBEU,Other,33.21,33.54,-0.98,72.1,3.8,2026-07-02
PBPH,Other,27.91,28.02,-0.39,71.3,5.4,2026-07-02
PCB,Other,28.51,29.29,-2.66,73.7,0.5,2026-07-02
PCMM,Other,49.9,50.05,-0.3,78.1,1.6,2026-07-02
PDFS,Other,59.18,71.69,-17.45,45.1,1.5,2026-06-30
PDLB,Other,20.11,20.62,-2.47,63.2,0.6,2026-07-02
PEBO,Other,38.71,39.33,-1.58,68.9,0.5,2026-07-02
PECO,Other,42.06,42.7,-1.5,56.1,0.8,2026-06-26
PEY,Other,23.74,23.75,-0.04,61.1,0.5,2026-07-02
PFBC,Other,107.16,112.26,-4.54,72.0,0.9,2026-07-01
PFI,Other,61.54,61.98,-0.71,71.2,0.6,2026-07-02
PFIS,Other,67.12,68.61,-2.17,69.5,1.4,2026-07-02
PFM,Other,55.93,55.93,0.0,68.1,0.9,2026-07-02
PGAC,Other,10.63,11.39,-6.67,75.0,0.0,2026-06-29
PGC,Other,47.38,49.14,-3.58,56.5,1.0,2026-07-02
PGEN,Other,5.64,6.04,-6.62,69.9,0.8,2026-06-29
PGNY,Other,30.22,30.33,-0.36,86.3,0.6,2026-07-02
PHVS,Other,33.86,35.9,-5.68,60.8,1.1,2026-06-30
PKBK,Other,32.93,33.84,-2.69,62.8,0.7,2026-07-02
PKOH,Other,36.3,39.33,-7.7,61.9,1.1,2026-06-26
PKW,Other,143.03,143.76,-0.51,70.4,0.9,2026-07-02
PLBC,Other,59.13,60.47,-2.22,64.8,0.7,2026-07-02
PLPC,Other,368.77,414.35,-11.0,47.7,1.0,2026-07-01
PLSE,Other,29.2,31.0,-5.81,59.1,0.5,2026-06-26
PNTG,Other,38.52,39.42,-2.28,85.8,1.9,2026-07-02
PPH,Other,111.39,111.71,-0.29,63.5,1.3,2026-07-02
PPLI,Other,46.75,46.88,-0.28,72.9,0.8,2026-07-01
PQAP,Other,31.8,32.15,-1.09,51.5,3.2,2026-07-01
PQJL,Other,30.59,31.23,-2.05,25.2,3.8,2026-06-29
PRFZ,Other,55.09,56.25,-2.06,72.3,0.9,2026-07-01
PRLD,Other,4.91,5.69,-13.71,64.1,0.6,2026-06-30
PROV,Other,17.21,17.39,-1.04,62.0,0.3,2026-07-02
PRVA,Other,27.36,27.52,-0.58,86.6,0.7,2026-07-02
PSC,Other,68.83,70.56,-2.45,65.2,0.6,2026-07-01
PSCC,Other,36.28,36.31,-0.08,64.6,0.2,2026-07-02
PSCD,Other,117.96,119.82,-1.55,60.4,4.0,2026-06-29
PSCF,Other,65.85,66.15,-0.45,71.8,1.2,2026-07-02
PSCH,Other,53.78,53.82,-0.07,93.8,0.4,2026-07-02
PSCT,Other,84.1,92.45,-9.03,48.2,1.8,2026-06-30
PSMT,Other,197.9,199.41,-0.76,82.3,0.8,2026-06-30
PSNL,Other,13.62,14.24,-4.35,82.8,1.0,2026-07-02
PSWD,Other,42.31,42.95,-1.49,80.3,0.7,2026-07-02
PTGX,Other,131.62,131.87,-0.19,89.7,0.7,2026-07-02
PTH,Other,60.56,60.57,-0.02,97.5,3.6,2026-07-02
PTRN,Other,26.43,26.66,-0.86,76.9,1.1,2026-07-02
PUBM,Other,13.55,13.99,-3.15,77.0,1.0,2026-07-01
PVLA,Other,146.76,161.38,-9.06,73.3,0.9,2026-06-30
PWRD,Other,115.0,123.23,-6.68,53.7,0.8,2026-06-30
PY,Other,54.73,54.73,0.0,62.1,1.2,2026-07-02
PYPD,Other,5.02,5.24,-4.2,61.8,1.4,2026-06-29
QABA,Other,67.65,68.81,-1.69,64.8,0.2,2026-07-01
QBUF,Other,30.41,30.8,-1.27,25.3,1.5,2026-06-30
QCRH,Other,96.65,99.87,-3.22,51.4,0.6,2026-07-02
QMID,Other,29.5,29.5,0.0,65.6,0.1,2026-07-02
QQQJ,Other,45.42,46.17,-1.62,64.9,1.2,2026-07-02
QQQS,Other,44.11,45.2,-2.41,71.5,1.3,2026-07-02
QRMI,Other,15.41,15.62,-1.34,53.0,1.7,2026-06-30
QSML,Other,33.61,33.92,-0.91,76.8,1.0,2026-07-01
QTTB,Other,13.09,15.02,-12.85,52.2,0.3,2026-06-29
QUMS,Other,10.22,10.25,-0.29,57.1,0.0,2026-06-29
QYLD,Other,18.09,18.44,-1.9,55.9,0.5,2026-06-30
RANG,Other,10.69,11.66,-8.32,82.6,0.0,2026-07-01
RAPP,Other,38.97,43.76,-10.95,62.7,0.6,2026-06-30
RBB,Other,27.13,28.2,-3.79,72.6,0.6,2026-07-02
RBCAA,Other,91.5,93.54,-2.18,68.4,1.3,2026-07-02
RCGE,Other,30.1,30.1,0.0,66.6,0.0,2026-07-02
RDTY,Other,38.51,39.72,-3.05,73.8,1.7,2026-06-30
RDVT,Other,65.52,67.68,-3.19,84.8,1.3,2026-07-01
RDVY,Other,80.14,81.36,-1.5,63.7,0.9,2026-06-30
REIT,Other,30.82,31.37,-1.75,59.1,1.0,2026-06-30
REYN,Other,27.18,27.3,-0.44,86.2,1.1,2026-07-02
RLAY,Other,18.65,19.93,-6.42,75.2,0.7,2026-06-29
RMBI,Other,15.16,16.59,-8.62,56.7,0.1,2026-06-26
RMTI,Other,5.54,5.69,-2.64,96.6,0.3,2026-07-01
RNIN,Other,33.07,33.1,-0.09,61.2,0.4,2026-07-02
ROIV,Other,35.13,35.9,-2.14,91.5,0.8,2026-06-30
RPRX,Other,57.77,57.8,-0.05,60.4,0.8,2026-07-02
RRGB,Other,7.15,8.26,-13.44,71.2,0.9,2026-06-30
RRR,Other,65.6,68.11,-3.69,59.4,1.2,2026-06-29
RUSC,Other,38.39,39.27,-2.24,63.4,0.3,2026-07-01
RVMD,Other,189.24,193.1,-2.0,84.7,0.9,2026-06-30
SBFG,Other,25.08,26.0,-3.54,67.0,0.5,2026-07-02
SCDS,Other,75.66,76.88,-1.59,58.8,0.0,2026-06-30
SCHL,Other,46.41,48.07,-3.45,63.8,0.6,2026-07-01
SCSC,Other,50.87,53.14,-4.27,58.4,0.8,2026-07-01
SDVY,Other,43.16,43.63,-1.08,72.8,0.9,2026-07-01
SEIS,Other,32.75,33.7,-2.82,55.7,0.8,2026-07-01
SENEA,Other,183.98,185.9,-1.03,73.6,0.6,2026-07-02
SFLO,Other,35.28,35.39,-0.31,66.6,0.3,2026-07-02
SFNC,Other,22.84,23.37,-2.27,62.1,0.6,2026-07-02
SFST,Other,61.19,63.75,-4.02,48.6,0.7,2026-07-02
SHBI,Other,23.03,23.58,-2.33,58.7,0.7,2026-07-01
SIGI,Other,100.15,100.3,-0.15,83.2,0.6,2026-07-02
SILC,Other,42.59,52.95,-19.57,41.8,2.1,2026-06-30
SIRI,Other,30.51,30.61,-0.33,86.5,0.8,2026-07-02
SKWD,Other,61.42,62.2,-1.25,80.5,1.6,2026-07-02
SLDB,Other,10.84,10.88,-0.37,84.8,0.9,2026-07-02
SLDE,Other,21.25,21.79,-2.48,81.6,2.5,2026-07-02
SLN,Other,10.39,11.06,-6.06,81.0,1.2,2026-07-01
SLQD,Other,50.23,50.24,-0.02,57.9,0.6,2026-07-02
SLS,Other,14.98,15.88,-5.67,79.7,1.2,2026-06-30
SMBC,Other,76.04,78.33,-2.92,68.9,0.6,2026-07-02
SMCF,Other,38.93,39.22,-0.74,70.8,0.7,2026-07-01
SNFCA,Other,9.72,10.14,-4.14,58.2,0.3,2026-06-29
SOCA,Other,10.26,10.28,-0.19,57.1,1.2,2026-07-02
SOPH,Other,5.35,6.3,-15.08,52.8,1.1,2026-06-30
SOTK,Other,5.2,6.24,-16.67,48.8,1.4,2026-07-01
SPAM,Other,42.13,42.94,-1.89,79.0,1.3,2026-07-02
SPAQ,Other,93.5,94.06,-0.6,39.0,2.3,2026-06-30
SPIT,Other,33.99,34.96,-2.77,61.3,1.3,2026-06-30
SPXD,Other,28.84,28.84,0.0,65.2,0.1,2026-07-02
SQLV,Other,52.56,52.96,-0.76,72.3,0.5,2026-07-01
SRBK,Other,19.63,20.19,-2.77,66.1,0.5,2026-07-01
SRET,Other,22.8,22.86,-0.26,62.6,1.5,2026-07-02
SRRK,Other,54.88,56.54,-2.94,81.4,0.9,2026-06-29
SSBI,Other,13.29,14.0,-5.07,46.3,1.9,2026-06-26
STBA,Other,49.13,50.4,-2.52,64.8,0.9,2026-07-02
STGW,Other,7.4,7.73,-4.27,66.8,0.6,2026-07-01
STHO,Other,9.23,9.29,-0.65,53.6,0.2,2026-07-01
STNC,Other,37.1,38.53,-3.71,51.8,3.6,2026-06-30
STRZ,Other,28.99,32.58,-11.02,52.6,1.0,2026-07-01
SUPP,Other,83.85,88.63,-5.39,49.7,0.0,2026-06-30
SUSB,Other,24.93,24.94,-0.04,57.6,0.8,2026-07-02
SVA,Other,6.47,6.47,0.0,,,2026-06-26
SVCC,Other,10.58,10.58,0.0,60.0,0.2,2026-07-02
SVCO,Other,11.1,14.39,-22.86,47.9,1.2,2026-07-01
SYZ,Other,30.3,30.93,-2.04,56.1,0.9,2026-06-30
TACT,Other,5.07,6.02,-15.78,45.8,0.4,2026-06-30
TAVI,Other,10.65,11.91,-10.58,51.9,3.4,2026-06-26
TAX,Other,31.2,31.76,-1.76,60.5,1.0,2026-07-01
TAXS,Other,50.31,50.32,-0.02,64.7,3.9,2026-07-02
TBIL,Other,49.89,49.89,0.0,97.7,1.3,2026-07-02
TCBK,Other,54.54,55.32,-1.41,65.4,1.0,2026-07-02
TECX,Other,37.93,38.12,-0.5,81.3,3.0,2026-07-02
TENB,Other,38.6,39.43,-2.1,87.6,1.0,2026-07-01
TERG,Other,44.32,80.05,-44.63,47.0,1.0,2026-06-30
TFNS,Other,28.48,28.48,0.0,78.2,9.8,2026-07-02
TFSL,Other,17.84,17.99,-0.83,71.5,0.6,2026-07-01
TH,Other,18.47,20.85,-11.41,56.9,0.9,2026-06-26
THFF,Other,77.02,78.74,-2.18,65.8,1.1,2026-07-02
TIGO,Other,93.76,95.38,-1.7,53.0,0.6,2026-07-02
TILE,Other,35.67,36.66,-2.7,78.3,0.8,2026-07-01
TMED,Other,34.99,34.99,0.0,90.6,2.6,2026-07-02
TMNL,Other,50.65,50.65,0.0,72.8,2.7,2026-07-02
TMSF,Other,50.24,50.24,0.0,65.6,0.5,2026-07-02
TOI,Other,5.28,5.82,-9.28,53.5,0.6,2026-06-29
TOWN,Other,36.45,37.09,-1.73,66.8,0.7,2026-07-01
TRIN,Other,17.79,18.08,-1.6,79.9,0.9,2026-07-02
TRINI,Other,25.11,25.33,-0.87,62.2,2.4,2026-07-02
TRMK,Other,46.38,47.44,-2.23,57.0,0.7,2026-07-02
TRS,Other,42.01,45.43,-7.53,55.1,0.5,2026-07-01
TRST,Other,54.54,56.67,-3.76,48.3,0.6,2026-07-02
TRVG,Other,5.41,5.7,-5.09,70.8,0.9,2026-07-01
TRVI,Other,17.93,19.26,-6.91,81.0,0.9,2026-06-30
TSBK,Other,44.67,45.64,-2.13,68.5,0.6,2026-07-01
TSCM,Other,21.23,21.43,-0.93,73.0,0.8,2026-07-02
TWIN,Other,22.86,24.5,-6.69,71.7,0.8,2026-06-30
TWST,Other,99.24,105.47,-5.91,78.2,0.7,2026-07-02
TXG,Other,39.01,40.08,-2.67,79.0,0.8,2026-07-01
TXRH,Other,194.28,196.86,-1.31,85.5,0.7,2026-06-26
TXUG,Other,27.31,27.58,-0.98,56.4,0.1,2026-06-30
UBSI,Other,46.38,47.25,-1.84,62.4,0.9,2026-07-02
UCTT,Other,106.47,144.22,-26.18,50.7,1.6,2026-06-30
UFCS,Other,53.93,54.42,-0.9,81.0,0.8,2026-07-02
UFPT,Other,272.36,275.2,-1.03,75.0,1.2,2026-07-01
ULVM,Other,106.87,106.87,0.0,66.6,0.9,2026-07-02
UMBF,Other,143.8,146.6,-1.91,69.7,0.6,2026-07-01
UMBFO,Other,26.42,26.92,-1.86,61.6,0.5,2026-07-02
UNHG,Other,23.91,24.48,-2.33,62.4,0.6,2026-07-02
UNTY,Other,58.12,60.86,-4.5,62.3,0.6,2026-06-26
UPC,Other,6.32,17.96,-64.81,58.7,1.0,2026-06-29
URGN,Other,38.02,39.58,-3.94,90.2,1.2,2026-07-01
USCB,Other,20.45,20.93,-2.29,64.4,0.5,2026-06-26
USEA,Other,2.66,2.72,-2.21,76.2,0.6,2026-06-30
USFI,Other,24.5,24.54,-0.16,53.0,0.0,2026-06-26
USIO,Other,2.48,2.62,-5.34,82.9,0.7,2026-07-01
USTB,Other,50.62,50.65,-0.06,58.3,1.0,2026-07-02
USVM,Other,108.82,110.35,-1.39,62.5,0.6,2026-07-01
UTMD,Other,72.78,75.75,-3.92,56.5,1.5,2026-06-26
