Signal,Ticker,Sector,Last Close,52W Extreme,% From Extreme,RSI,Vol vs Avg,Date Hit
NEW_HIGH,IPEX,Other,10.5,10.52,-0.19,50.0,0.1,2026-06-26
NEW_HIGH,IRDM,Other,53.75,57.18,-6.0,57.0,0.9,2026-07-02
NEW_HIGH,ITIC,Other,281.21,284.0,-0.98,88.2,2.4,2026-07-02
NEW_HIGH,JAZZ,Other,243.47,243.81,-0.14,58.0,0.8,2026-07-02
NEW_HIGH,JBSS,Other,90.6,90.89,-0.32,80.3,0.7,2026-07-02
NEW_HIGH,JMSB,Other,22.17,22.78,-2.68,62.3,0.4,2026-07-02
NEW_HIGH,KALU,Other,176.27,195.96,-10.05,41.6,0.9,2026-06-30
NEW_HIGH,KCHV,Other,10.39,10.39,0.0,70.0,0.0,2026-07-02
NEW_HIGH,KFFB,Other,5.07,5.48,-7.48,59.5,0.0,2026-06-30
NEW_HIGH,KINS,Other,20.12,20.24,-0.59,83.6,1.3,2026-07-02
NEW_HIGH,KLIC,Other,121.33,135.8,-10.66,58.6,1.2,2026-07-01
NEW_HIGH,KNSA,Other,64.53,64.81,-0.43,81.8,0.6,2026-06-30
NEW_HIGH,KOYN,Other,10.14,10.16,-0.2,58.3,2.4,2026-07-02
NEW_HIGH,KRNY,Other,9.37,9.65,-2.9,68.0,0.9,2026-07-02
NEW_HIGH,KRT,Other,34.25,34.38,-0.38,81.0,1.2,2026-07-02
NEW_HIGH,KRYS,Other,375.07,382.54,-1.95,79.0,0.6,2026-06-30
NEW_HIGH,KTCC,Other,4.26,4.42,-3.62,69.8,0.3,2026-06-30
NEW_HIGH,LAMR,Other,157.56,158.44,-0.56,72.4,0.7,2026-07-01
NEW_HIGH,LARK,Other,31.14,32.39,-3.86,64.3,0.4,2026-06-26
NEW_HIGH,LBRX,Other,33.43,34.0,-1.68,77.4,1.2,2026-07-02
NEW_HIGH,LCNB,Other,17.89,18.52,-3.4,58.0,0.3,2026-06-26
NEW_HIGH,LFST,Other,11.27,11.62,-3.01,91.3,1.3,2026-07-02
NEW_HIGH,LGND,Other,319.55,320.99,-0.45,81.5,0.7,2026-06-30
NEW_HIGH,LILA,Other,7.62,8.1,-5.93,75.4,0.6,2026-07-01
NEW_HIGH,LILAK,Other,7.63,8.05,-5.22,75.7,0.7,2026-07-01
NEW_HIGH,LIND,Other,26.22,30.0,-12.6,65.0,0.7,2026-06-26
NEW_HIGH,LIVN,Other,83.62,83.98,-0.43,69.1,0.6,2026-06-26
NEW_HIGH,LIXT,Other,7.21,8.38,-13.96,49.7,1.2,2026-07-01
NEW_HIGH,LKSP,Other,10.15,10.15,0.0,57.1,0.1,2026-07-02
NEW_HIGH,LLYVA,Other,104.11,105.47,-1.29,66.1,1.0,2026-07-02
NEW_HIGH,LLYVK,Other,108.0,108.92,-0.84,67.2,0.8,2026-07-02
NEW_HIGH,LNTH,Other,109.89,111.86,-1.76,67.0,0.5,2026-06-30
NEW_HIGH,LOCO,Other,16.68,17.4,-4.14,61.9,0.6,2026-07-01
NEW_HIGH,LPAA,Other,10.85,10.85,0.0,70.0,0.0,2026-07-02
NEW_HIGH,LPBB,Other,10.7,10.76,-0.56,45.5,0.0,2026-06-26
NEW_HIGH,LQDA,Other,78.93,80.69,-2.18,63.9,0.5,2026-06-30
NEW_HIGH,LQDT,Other,38.36,39.93,-3.93,53.0,0.8,2026-06-29
NEW_HIGH,LSBK,Other,16.8,17.96,-6.46,55.6,0.9,2026-06-30
NEW_HIGH,LWAC,Other,10.27,10.27,0.0,66.7,1.5,2026-07-02
NEW_HIGH,LXRX,Other,2.32,2.68,-13.43,68.7,0.6,2026-06-30
NEW_HIGH,MAMA,Other,18.68,21.0,-11.05,70.5,0.8,2026-06-29
NEW_HIGH,MBBC,Other,15.25,15.79,-3.42,68.8,0.3,2026-07-01
NEW_HIGH,MBIN,Other,48.82,51.47,-5.15,44.7,0.6,2026-06-30
NEW_HIGH,MBWM,Other,57.81,59.71,-3.18,66.5,0.9,2026-07-02
NEW_HIGH,MBX,Other,57.8,58.5,-1.2,92.8,0.7,2026-07-01
NEW_HIGH,MCBS,Other,36.26,37.46,-3.2,65.2,0.8,2026-07-02
NEW_HIGH,MCHB,Other,16.16,16.51,-2.12,65.9,0.7,2026-07-02
NEW_HIGH,MCRI,Other,129.94,135.93,-4.41,57.0,0.9,2026-06-29
NEW_HIGH,MGTX,Other,13.92,13.94,-0.14,83.7,1.0,2026-07-02
NEW_HIGH,MIRM,Other,125.59,125.75,-0.13,82.7,0.6,2026-07-02
NEW_HIGH,MITK,Other,19.21,21.05,-8.74,78.0,0.8,2026-07-01
NEW_HIGH,MKDW,Other,11.8,12.29,-3.99,79.3,0.1,2026-06-29
NEW_HIGH,MKSI,Other,365.56,447.62,-18.33,53.2,1.4,2026-06-30
NEW_HIGH,MMTX,Other,10.11,10.12,-0.1,75.0,0.0,2026-06-29
NEW_HIGH,MNSB,Other,24.64,25.28,-2.53,52.1,0.4,2026-07-02
NEW_HIGH,MOVE,Other,17.37,26.72,-34.99,48.0,1.3,2026-06-29
NEW_HIGH,MPB,Other,35.18,35.98,-2.22,59.9,0.8,2026-07-02
NEW_HIGH,MPLT,Other,37.09,37.61,-1.38,70.3,0.8,2026-07-02
NEW_HIGH,MQ,Other,17.41,17.65,-1.36,97.5,0.3,2026-07-02
NEW_HIGH,MRCY,Other,126.21,127.83,-1.27,57.9,0.7,2026-07-01
NEW_HIGH,MRVI,Other,6.04,6.55,-7.79,70.0,0.5,2026-06-29
NEW_HIGH,MSBI,Other,30.35,31.67,-4.17,56.8,0.7,2026-07-01
NEW_HIGH,MTCH,Other,37.9,38.94,-2.67,68.4,0.8,2026-07-01
NEW_HIGH,MVBF,Other,29.41,30.23,-2.71,65.7,1.1,2026-07-02
NEW_HIGH,MXL,Other,93.12,128.3,-27.42,55.2,1.2,2026-06-30
NEW_HIGH,MYFW,Other,32.99,33.69,-2.08,72.6,0.5,2026-07-02
NEW_HIGH,MYRG,Other,433.01,503.57,-14.01,51.9,1.2,2026-06-30
NEW_HIGH,NAVN,Other,25.67,25.85,-0.7,60.9,1.1,2026-07-02
NEW_HIGH,NBIX,Other,174.26,174.38,-0.07,66.9,1.0,2026-07-02
NEW_HIGH,NBTB,Other,50.08,50.89,-1.59,66.6,0.8,2026-07-02
NEW_HIGH,NDLS,Other,14.49,16.1,-10.0,51.9,0.9,2026-07-02
NEW_HIGH,NECB,Other,27.61,28.94,-4.6,67.9,0.7,2026-06-26
NEW_HIGH,NEO,Other,15.16,15.56,-2.57,81.4,0.6,2026-07-02
NEW_HIGH,NESR,Other,27.9,30.31,-7.95,62.6,0.8,2026-06-30
NEW_HIGH,NEWT,Other,14.57,15.34,-5.02,62.1,0.8,2026-06-29
NEW_HIGH,NFBK,Other,14.79,15.01,-1.47,52.5,0.6,2026-06-26
NEW_HIGH,NMP,Other,10.26,10.28,-0.19,66.7,0.0,2026-06-29
NEW_HIGH,NNBR,Other,3.49,4.42,-21.04,59.5,1.0,2026-07-02
NEW_HIGH,NODK,Other,16.09,16.49,-2.43,63.1,0.7,2026-06-26
NEW_HIGH,NRC,Other,22.4,22.65,-1.1,78.5,0.4,2026-07-01
NEW_HIGH,NRIX,Other,23.97,24.88,-3.66,95.1,0.3,2026-06-30
NEW_HIGH,NTCT,Other,40.93,43.8,-6.55,44.5,0.8,2026-06-30
NEW_HIGH,NTRA,Other,279.32,279.63,-0.11,86.9,0.8,2026-07-02
NEW_HIGH,NTWO,Other,10.74,10.74,0.0,,12.4,2026-07-02
NEW_HIGH,NUTX,Other,196.53,201.49,-2.46,86.7,1.9,2026-07-02
NEW_HIGH,NUVL,Other,123.73,123.8,-0.06,65.2,0.2,2026-07-02
NEW_HIGH,NVCT,Other,19.57,29.27,-33.14,64.8,1.3,2026-06-29
NEW_HIGH,NWBI,Other,15.11,15.47,-2.33,62.1,1.0,2026-07-02
NEW_HIGH,NWFL,Other,32.22,32.86,-1.95,53.1,0.5,2026-06-29
NEW_HIGH,OACC,Other,10.74,10.74,0.0,75.0,0.2,2026-07-02
NEW_HIGH,OBA,Other,10.25,10.25,0.0,60.0,0.0,2026-07-02
NEW_HIGH,OKTA,Other,141.42,145.95,-3.1,79.7,0.9,2026-07-02
NEW_HIGH,OLPX,Other,2.07,2.09,-0.96,66.7,8.5,2026-07-02
NEW_HIGH,ONB,Other,26.0,26.51,-1.92,68.9,0.8,2026-07-02
NEW_HIGH,OPBK,Other,15.14,15.73,-3.75,68.5,0.6,2026-06-26
NEW_HIGH,OPK,Other,1.52,1.61,-5.59,63.0,0.7,2026-06-26
NEW_HIGH,ORKA,Other,85.21,97.78,-12.86,67.6,2.4,2026-06-30
NEW_HIGH,ORRF,Other,40.85,41.98,-2.69,61.3,0.6,2026-07-02
NEW_HIGH,OSBC,Other,23.23,23.89,-2.76,62.9,0.6,2026-07-02
NEW_HIGH,OUST,Other,49.84,63.79,-21.87,58.8,1.7,2026-06-30
NEW_HIGH,OYSE,Other,10.31,10.34,-0.29,70.0,0.0,2026-06-30
NEW_HIGH,OZK,Other,49.84,53.39,-6.65,42.1,2.1,2026-07-01
NEW_HIGH,PACH,Other,10.26,10.26,0.0,58.3,0.0,2026-07-02
NEW_HIGH,PARK,Other,20.91,22.67,-7.76,65.5,0.8,2026-06-30
NEW_HIGH,PCB,Other,28.51,29.29,-2.66,73.7,0.5,2026-07-02
NEW_HIGH,PDFS,Other,59.18,71.69,-17.45,45.1,1.5,2026-06-30
NEW_HIGH,PDLB,Other,20.11,20.62,-2.47,63.2,0.6,2026-07-02
NEW_HIGH,PEBO,Other,38.71,39.33,-1.58,68.9,0.5,2026-07-02
NEW_HIGH,PECO,Other,42.06,42.7,-1.5,56.1,0.8,2026-06-26
NEW_HIGH,PFIS,Other,67.12,68.61,-2.17,69.5,1.4,2026-07-02
NEW_HIGH,PGAC,Other,10.63,11.39,-6.67,75.0,0.0,2026-06-29
NEW_HIGH,PGC,Other,47.38,49.14,-3.58,56.5,1.0,2026-07-02
NEW_HIGH,PGEN,Other,5.64,6.04,-6.62,69.9,0.8,2026-06-29
NEW_HIGH,PGNY,Other,30.22,30.33,-0.36,86.3,0.6,2026-07-02
NEW_HIGH,PHVS,Other,33.86,35.9,-5.68,60.8,1.1,2026-06-30
NEW_HIGH,PKBK,Other,32.93,33.84,-2.69,62.8,0.7,2026-07-02
NEW_HIGH,PKOH,Other,36.3,39.33,-7.7,61.9,1.1,2026-06-26
NEW_HIGH,PLBC,Other,59.13,60.47,-2.22,64.8,0.7,2026-07-02
NEW_HIGH,PLPC,Other,368.77,414.35,-11.0,47.7,1.0,2026-07-01
NEW_HIGH,PLSE,Other,29.2,31.0,-5.81,59.1,0.5,2026-06-26
NEW_HIGH,PNTG,Other,38.52,39.42,-2.28,85.8,1.9,2026-07-02
NEW_HIGH,PPLI,Other,46.75,46.88,-0.28,72.9,0.8,2026-07-01
NEW_HIGH,PRLD,Other,4.91,5.69,-13.71,64.1,0.6,2026-06-30
NEW_HIGH,PROV,Other,17.21,17.39,-1.04,62.0,0.3,2026-07-02
NEW_HIGH,PRVA,Other,27.36,27.52,-0.58,86.6,0.7,2026-07-02
NEW_HIGH,PSMT,Other,197.9,199.41,-0.76,82.3,0.8,2026-06-30
NEW_HIGH,PSNL,Other,13.62,14.24,-4.35,82.8,1.0,2026-07-02
NEW_HIGH,PTGX,Other,131.62,131.87,-0.19,89.7,0.7,2026-07-02
NEW_HIGH,PTRN,Other,26.43,26.66,-0.86,76.9,1.1,2026-07-02
NEW_HIGH,PUBM,Other,13.55,13.99,-3.15,77.0,1.0,2026-07-01
NEW_HIGH,PVLA,Other,146.76,161.38,-9.06,73.3,0.9,2026-06-30
NEW_HIGH,PYPD,Other,5.02,5.24,-4.2,61.8,1.4,2026-06-29
NEW_HIGH,QCRH,Other,96.65,99.87,-3.22,51.4,0.6,2026-07-02
NEW_HIGH,QTTB,Other,13.09,15.02,-12.85,52.2,0.3,2026-06-29
NEW_HIGH,QUMS,Other,10.22,10.25,-0.29,57.1,0.0,2026-06-29
NEW_HIGH,RANG,Other,10.69,11.66,-8.32,82.6,0.0,2026-07-01
NEW_HIGH,RAPP,Other,38.97,43.76,-10.95,62.7,0.6,2026-06-30
NEW_HIGH,RBB,Other,27.13,28.2,-3.79,72.6,0.6,2026-07-02
NEW_HIGH,RBCAA,Other,91.5,93.54,-2.18,68.4,1.3,2026-07-02
NEW_HIGH,RDVT,Other,65.52,67.68,-3.19,84.8,1.3,2026-07-01
NEW_HIGH,REYN,Other,27.18,27.3,-0.44,86.2,1.1,2026-07-02
NEW_HIGH,RLAY,Other,18.65,19.93,-6.42,75.2,0.7,2026-06-29
NEW_HIGH,RMBI,Other,15.16,16.59,-8.62,56.7,0.1,2026-06-26
NEW_HIGH,RMTI,Other,5.54,5.69,-2.64,96.6,0.3,2026-07-01
NEW_HIGH,ROIV,Other,35.13,35.9,-2.14,91.5,0.8,2026-06-30
NEW_HIGH,RPRX,Other,57.77,57.8,-0.05,60.4,0.8,2026-07-02
NEW_HIGH,RRGB,Other,7.15,8.26,-13.44,71.2,0.9,2026-06-30
NEW_HIGH,RRR,Other,65.6,68.11,-3.69,59.4,1.2,2026-06-29
NEW_HIGH,RVMD,Other,189.24,193.1,-2.0,84.7,0.9,2026-06-30
NEW_HIGH,SBFG,Other,25.08,26.0,-3.54,67.0,0.5,2026-07-02
NEW_HIGH,SCHL,Other,46.41,48.07,-3.45,63.8,0.6,2026-07-01
NEW_HIGH,SCSC,Other,50.87,53.14,-4.27,58.4,0.8,2026-07-01
NEW_HIGH,SENEA,Other,183.98,185.9,-1.03,73.6,0.6,2026-07-02
NEW_HIGH,SFNC,Other,22.84,23.37,-2.27,62.1,0.6,2026-07-02
NEW_HIGH,SFST,Other,61.19,63.75,-4.02,48.6,0.7,2026-07-02
NEW_HIGH,SHBI,Other,23.03,23.58,-2.33,58.7,0.7,2026-07-01
NEW_HIGH,SIGI,Other,100.15,100.3,-0.15,83.2,0.6,2026-07-02
NEW_HIGH,SILC,Other,42.59,52.95,-19.57,41.8,2.1,2026-06-30
NEW_HIGH,SIRI,Other,30.51,30.61,-0.33,86.5,0.8,2026-07-02
NEW_HIGH,SKWD,Other,61.42,62.2,-1.25,80.5,1.6,2026-07-02
NEW_HIGH,SLDB,Other,10.84,10.88,-0.37,84.8,0.9,2026-07-02
NEW_HIGH,SLDE,Other,21.25,21.79,-2.48,81.6,2.5,2026-07-02
NEW_HIGH,SLN,Other,10.39,11.06,-6.06,81.0,1.2,2026-07-01
NEW_HIGH,SLS,Other,14.98,15.88,-5.67,79.7,1.2,2026-06-30
NEW_HIGH,SMBC,Other,76.04,78.33,-2.92,68.9,0.6,2026-07-02
NEW_HIGH,SNFCA,Other,9.72,10.14,-4.14,58.2,0.3,2026-06-29
NEW_HIGH,SOCA,Other,10.26,10.28,-0.19,57.1,1.2,2026-07-02
NEW_HIGH,SOPH,Other,5.35,6.3,-15.08,52.8,1.1,2026-06-30
NEW_HIGH,SOTK,Other,5.2,6.24,-16.67,48.8,1.4,2026-07-01
NEW_HIGH,SRBK,Other,19.63,20.19,-2.77,66.1,0.5,2026-07-01
NEW_HIGH,SRRK,Other,54.88,56.54,-2.94,81.4,0.9,2026-06-29
NEW_HIGH,SSBI,Other,13.29,14.0,-5.07,46.3,1.9,2026-06-26
NEW_HIGH,STBA,Other,49.13,50.4,-2.52,64.8,0.9,2026-07-02
NEW_HIGH,STGW,Other,7.4,7.73,-4.27,66.8,0.6,2026-07-01
NEW_HIGH,STHO,Other,9.23,9.29,-0.65,53.6,0.2,2026-07-01
NEW_HIGH,STRZ,Other,28.99,32.58,-11.02,52.6,1.0,2026-07-01
NEW_HIGH,SVA,Other,6.47,6.47,0.0,,,2026-06-26
NEW_HIGH,SVCC,Other,10.58,10.58,0.0,60.0,0.2,2026-07-02
NEW_HIGH,SVCO,Other,11.1,14.39,-22.86,47.9,1.2,2026-07-01
NEW_HIGH,TACT,Other,5.07,6.02,-15.78,45.8,0.4,2026-06-30
NEW_HIGH,TAVI,Other,10.65,11.91,-10.58,51.9,3.4,2026-06-26
NEW_HIGH,TCBK,Other,54.54,55.32,-1.41,65.4,1.0,2026-07-02
NEW_HIGH,TECX,Other,37.93,38.12,-0.5,81.3,3.0,2026-07-02
NEW_HIGH,TENB,Other,38.6,39.43,-2.1,87.6,1.0,2026-07-01
NEW_HIGH,TFSL,Other,17.84,17.99,-0.83,71.5,0.6,2026-07-01
NEW_HIGH,TH,Other,18.47,20.85,-11.41,56.9,0.9,2026-06-26
NEW_HIGH,THFF,Other,77.02,78.74,-2.18,65.8,1.1,2026-07-02
NEW_HIGH,TIGO,Other,93.76,95.38,-1.7,53.0,0.6,2026-07-02
NEW_HIGH,TILE,Other,35.67,36.66,-2.7,78.3,0.8,2026-07-01
NEW_HIGH,TOI,Other,5.28,5.82,-9.28,53.5,0.6,2026-06-29
NEW_HIGH,TOWN,Other,36.45,37.09,-1.73,66.8,0.7,2026-07-01
NEW_HIGH,TRIN,Other,17.79,18.08,-1.6,79.9,0.9,2026-07-02
NEW_HIGH,TRS,Other,42.01,45.43,-7.53,55.1,0.5,2026-07-01
NEW_HIGH,TRVI,Other,17.93,19.26,-6.91,81.0,0.9,2026-06-30
NEW_HIGH,TSBK,Other,44.67,45.64,-2.13,68.5,0.6,2026-07-01
NEW_HIGH,TWIN,Other,22.86,24.5,-6.69,71.7,0.8,2026-06-30
NEW_HIGH,TWST,Other,99.24,105.47,-5.91,78.2,0.7,2026-07-02
NEW_HIGH,TXG,Other,39.01,40.08,-2.67,79.0,0.8,2026-07-01
NEW_HIGH,TXRH,Other,194.28,196.86,-1.31,85.5,0.7,2026-06-26
NEW_HIGH,UBSI,Other,46.38,47.25,-1.84,62.4,0.9,2026-07-02
NEW_HIGH,UCTT,Other,106.47,144.22,-26.18,50.7,1.6,2026-06-30
NEW_HIGH,UFCS,Other,53.93,54.42,-0.9,81.0,0.8,2026-07-02
NEW_HIGH,UFPT,Other,272.36,275.2,-1.03,75.0,1.2,2026-07-01
NEW_HIGH,UMBF,Other,143.8,146.6,-1.91,69.7,0.6,2026-07-01
NEW_HIGH,UNTY,Other,58.12,60.86,-4.5,62.3,0.6,2026-06-26
NEW_HIGH,UPC,Other,6.32,17.96,-64.81,58.7,1.0,2026-06-29
NEW_HIGH,URGN,Other,38.02,39.58,-3.94,90.2,1.2,2026-07-01
NEW_HIGH,USCB,Other,20.45,20.93,-2.29,64.4,0.5,2026-06-26
NEW_HIGH,USEA,Other,2.66,2.72,-2.21,76.2,0.6,2026-06-30
NEW_HIGH,USIO,Other,2.48,2.62,-5.34,82.9,0.7,2026-07-01
NEW_HIGH,UTMD,Other,72.78,75.75,-3.92,56.5,1.5,2026-06-26
NEW_HIGH,UVSP,Other,44.13,45.46,-2.93,63.8,0.7,2026-07-02
NEW_HIGH,VALU,Other,39.01,40.98,-4.81,70.4,0.2,2026-06-29
NEW_HIGH,VCEL,Other,46.98,47.06,-0.17,79.5,0.9,2026-07-02
NEW_HIGH,VCYT,Other,57.08,60.91,-6.29,74.4,0.8,2026-06-30
NEW_HIGH,VICR,Other,282.95,382.65,-26.06,47.3,1.2,2026-06-30
NEW_HIGH,VMD,Other,12.02,12.06,-0.33,82.5,1.1,2026-07-02
NEW_HIGH,VNME,Other,10.21,10.22,-0.1,53.8,0.1,2026-07-01
NEW_HIGH,VSAT,Other,83.06,93.03,-10.72,59.6,0.7,2026-07-01
NEW_HIGH,VSEC,Other,232.33,237.75,-2.28,84.0,0.9,2026-07-02
NEW_HIGH,WABC,Other,59.51,60.53,-1.69,66.9,0.8,2026-07-02
NEW_HIGH,WAFD,Other,38.34,39.35,-2.57,65.4,0.7,2026-07-02
NEW_HIGH,WEST,Other,7.06,10.19,-30.72,26.7,0.7,2026-06-26
NEW_HIGH,WEYS,Other,39.49,39.94,-1.13,71.2,0.5,2026-07-02
NEW_HIGH,WNEB,Other,14.47,14.72,-1.7,67.1,0.6,2026-07-02
NEW_HIGH,WRLD,Other,207.98,227.68,-8.65,71.1,1.6,2026-06-30
NEW_HIGH,WSBC,Other,39.64,40.26,-1.54,75.2,0.5,2026-07-02
NEW_HIGH,WSBF,Other,20.6,21.03,-2.04,69.8,0.9,2026-07-02
NEW_HIGH,WSFS,Other,77.17,79.13,-2.48,62.0,0.6,2026-07-02
NEW_HIGH,WSTN,Other,10.09,10.11,-0.2,60.0,0.0,2026-06-29
NEW_HIGH,WTBA,Other,27.09,27.62,-1.92,69.4,1.1,2026-07-01
NEW_HIGH,WTG,Other,10.45,10.46,-0.1,78.6,19.2,2026-07-01
NEW_HIGH,XMAX,Other,8.94,9.31,-3.97,55.4,0.6,2026-07-01
NEW_HIGH,XOMA,Other,43.0,43.0,0.0,81.9,0.9,2026-07-02
NEW_HIGH,ZD,Other,52.43,53.43,-1.87,75.7,0.8,2026-07-01
NEW_HIGH,ZION,Other,69.35,71.26,-2.68,64.3,0.9,2026-07-02
NEW_HIGH,ZVRA,Other,13.98,14.58,-4.12,64.5,0.7,2026-06-30
NEW_HIGH,CPT,Real Estate,117.25,117.56,-0.26,60.6,0.4,2026-07-01
NEW_HIGH,DOC,Real Estate,21.89,21.98,-0.41,65.5,0.7,2026-07-02
NEW_HIGH,EQR,Real Estate,69.83,69.83,0.0,66.7,0.7,2026-07-02
NEW_HIGH,ESS,Real Estate,298.33,299.29,-0.32,73.2,0.8,2026-07-01
NEW_HIGH,PSA,Real Estate,329.64,329.66,-0.01,58.3,0.9,2026-07-02
NEW_HIGH,REG,Real Estate,80.96,81.93,-1.18,54.0,0.7,2026-06-26
NEW_HIGH,SPG,Real Estate,226.06,228.58,-1.1,64.5,0.6,2026-06-26
NEW_HIGH,UDR,Real Estate,41.09,41.12,-0.07,66.3,0.3,2026-07-02
NEW_HIGH,VTR,Real Estate,92.52,92.86,-0.37,78.6,1.2,2026-07-02
NEW_HIGH,WELL,Real Estate,236.06,236.06,0.0,79.1,1.1,2026-07-02
NEW_HIGH,AEE,Utilities,115.02,118.32,-2.79,64.9,0.5,2026-06-26
NEW_HIGH,AEP,Utilities,138.51,139.33,-0.59,73.4,1.4,2026-06-29
NEW_HIGH,CNP,Utilities,44.61,45.22,-1.35,66.8,0.9,2026-06-29
NEW_HIGH,DTE,Utilities,154.06,155.06,-0.64,73.1,0.7,2026-06-29
NEW_HIGH,EVRG,Utilities,88.13,88.18,-0.06,73.9,0.7,2026-07-02
NEW_HIGH,LNT,Utilities,78.03,78.21,-0.23,76.1,1.0,2026-07-02
NEW_HIGH,NI,Utilities,47.82,49.21,-2.82,57.3,0.9,2026-06-29
NEW_HIGH,PNW,Utilities,109.37,109.5,-0.12,75.0,0.6,2026-07-02
NEW_HIGH,WEC,Utilities,118.83,119.06,-0.19,68.0,0.3,2026-06-29
NEW_LOW,T,Communication Services,20.58,19.89,3.47,30.1,1.6,2026-07-02
NEW_LOW,TMUS,Communication Services,177.52,165.66,7.16,41.3,0.8,2026-06-30
NEW_LOW,NKE,Consumer Discretionary,44.09,40.0,10.23,42.2,1.0,2026-06-26
NEW_LOW,ULTA,Consumer Discretionary,461.33,443.6,4.0,44.2,0.6,2026-06-30
NEW_LOW,KR,Consumer Staples,58.22,54.15,7.52,33.6,0.6,2026-07-01
NEW_LOW,CME,Financials,236.6,218.31,8.38,33.2,1.1,2026-06-29
NEW_LOW,COIN,Financials,165.48,139.18,18.9,53.4,1.1,2026-06-26
NEW_LOW,ICE,Financials,132.99,121.79,9.2,42.1,0.7,2026-06-29
NEW_LOW,NDAQ,Financials,84.66,76.55,10.59,47.0,0.9,2026-06-30
NEW_LOW,BSX,Health Care,45.14,42.25,6.84,40.4,1.2,2026-06-30
NEW_LOW,ZTS,Health Care,74.8,71.47,4.66,34.1,0.4,2026-06-30
NEW_LOW,CPRT,Industrials,30.01,27.85,7.76,44.8,1.1,2026-06-30
NEW_LOW,LDOS,Industrials,108.84,98.86,10.1,32.1,1.1,2026-06-30
NEW_LOW,ROL,Industrials,43.38,41.5,4.53,28.7,0.9,2026-06-30
NEW_LOW,CTSH,Information Technology,41.99,37.08,13.24,28.0,0.7,2026-06-30
NEW_LOW,AAPG,Other,18.5,16.36,13.08,68.7,0.7,2026-06-26
NEW_LOW,ABTC,Other,0.56,0.56,0.0,13.4,4.7,2026-07-02
NEW_LOW,ACTU,Other,1.52,1.4,8.57,23.6,0.9,2026-07-01
NEW_LOW,ADGM,Other,0.64,0.62,3.23,23.1,2.1,2026-06-26
NEW_LOW,AEMD,Other,0.71,0.65,9.23,8.4,0.4,2026-07-01
NEW_LOW,AIFC,Other,0.6,0.54,11.11,42.3,0.7,2026-06-26
NEW_LOW,AIRE,Other,1.88,1.81,3.87,42.6,0.6,2026-06-26
NEW_LOW,ALPS,Other,0.59,0.56,5.36,27.6,1.2,2026-07-02
NEW_LOW,ANTA,Other,5.39,4.71,14.44,35.7,1.5,2026-06-30
NEW_LOW,ARAY,Other,0.25,0.25,0.0,27.0,1.1,2026-06-30
NEW_LOW,ARKR,Other,5.85,5.6,4.46,43.6,1.0,2026-06-26
NEW_LOW,ARTL,Other,1.11,1.03,7.77,24.4,0.4,2026-06-29
NEW_LOW,ATXG,Other,3.53,2.91,21.31,34.5,0.2,2026-06-30
NEW_LOW,AVAT,Other,0.52,0.44,18.18,12.6,1.4,2026-07-01
NEW_LOW,BEEP,Other,1.5,1.29,16.28,36.8,0.5,2026-06-30
NEW_LOW,BGIN,Other,1.97,1.75,12.57,28.5,0.8,2026-06-30
NEW_LOW,BGL,Other,0.26,0.24,8.33,20.5,0.3,2026-06-29
NEW_LOW,BGMS,Other,1.06,0.57,85.96,57.9,0.0,2026-06-26
NEW_LOW,BHFAL,Other,15.64,15.13,3.37,32.3,1.2,2026-06-30
NEW_LOW,BIOX,Other,0.33,0.31,6.45,23.0,0.5,2026-06-26
NEW_LOW,BIYA,Other,0.63,0.28,125.0,33.3,0.5,2026-06-29
NEW_LOW,BJDX,Other,1.14,1.03,10.68,11.0,0.7,2026-07-02
NEW_LOW,BMRA,Other,1.75,1.73,1.16,24.2,0.7,2026-06-29
NEW_LOW,BNBX,Other,0.36,0.32,12.5,32.3,0.4,2026-06-30
NEW_LOW,BON,Other,1.18,1.1,7.27,21.1,0.5,2026-06-30
NEW_LOW,BRFH,Other,1.95,1.92,1.56,28.8,0.1,2026-07-01
NEW_LOW,BRLT,Other,1.14,1.0,14.0,42.3,0.4,2026-07-01
NEW_LOW,BRR,Other,1.65,1.31,25.95,46.7,1.2,2026-06-29
NEW_LOW,BTCT,Other,1.06,0.61,73.77,40.2,0.5,2026-06-29
NEW_LOW,BTOG,Other,1.28,1.13,13.27,28.1,0.7,2026-06-30
NEW_LOW,BYAH,Other,0.84,0.82,2.44,43.0,0.0,2026-07-02
NEW_LOW,BZ,Other,13.0,12.57,3.42,43.0,0.6,2026-06-26
NEW_LOW,CBAT,Other,0.61,0.55,10.91,32.4,1.0,2026-06-29
NEW_LOW,CCLD,Other,2.22,2.07,7.25,43.2,1.0,2026-06-26
NEW_LOW,CCOI,Other,12.99,12.33,5.35,38.8,1.6,2026-06-29
NEW_LOW,CDLX,Other,4.47,4.26,4.93,36.2,0.6,2026-07-02
NEW_LOW,CDT,Other,0.49,0.47,4.26,44.1,0.0,2026-07-02
NEW_LOW,CELU,Other,0.62,0.56,10.71,36.5,0.4,2026-06-30
NEW_LOW,CELZ,Other,1.21,0.79,53.16,33.9,0.2,2026-06-29
NEW_LOW,CETX,Other,2.97,2.59,14.67,26.4,18.2,2026-07-02
NEW_LOW,CG,Other,42.83,39.6,8.16,43.2,0.5,2026-06-29
NEW_LOW,CHAI,Other,0.65,0.63,3.17,6.2,0.0,2026-06-29
