Signal,Ticker,Sector,Last Close,52W Extreme,% From Extreme,RSI,Vol vs Avg,Date Hit
NEW_HIGH,ABSI,Other,11.62,12.06,-3.65,79.7,0.6,2026-06-29
NEW_HIGH,ACHC,Other,31.91,32.81,-2.74,79.4,1.2,2026-07-02
NEW_HIGH,ACHV,Other,6.4,7.11,-9.99,65.6,0.6,2026-07-01
NEW_HIGH,ACIW,Other,54.88,54.95,-0.13,81.7,1.1,2026-07-02
NEW_HIGH,ACMR,Other,97.77,127.19,-23.13,53.1,1.5,2026-06-30
NEW_HIGH,ACNB,Other,60.25,61.72,-2.38,64.1,0.8,2026-07-02
NEW_HIGH,ACRS,Other,5.56,5.69,-2.28,87.4,0.9,2026-07-01
NEW_HIGH,ACT,Other,45.34,46.0,-1.43,79.2,0.7,2026-06-30
NEW_HIGH,ADAG,Other,4.47,4.85,-7.84,69.3,0.3,2026-07-01
NEW_HIGH,ADPT,Other,21.19,22.8,-7.06,63.2,0.8,2026-07-02
NEW_HIGH,AFBI,Other,22.58,22.6,-0.09,61.7,2.6,2026-07-02
NEW_HIGH,AIP,Other,35.06,50.26,-30.24,46.9,1.5,2026-06-30
NEW_HIGH,AIRT,Other,28.87,28.87,0.0,72.8,2.6,2026-07-02
NEW_HIGH,ALAB,Other,406.42,499.48,-18.63,55.6,1.1,2026-06-30
NEW_HIGH,ALDF,Other,10.72,10.72,0.0,64.3,0.0,2026-07-02
NEW_HIGH,ALF,Other,10.89,10.99,-0.91,68.1,0.0,2026-06-29
NEW_HIGH,ALGM,Other,55.49,71.77,-22.68,56.7,1.3,2026-06-30
NEW_HIGH,ALGT,Other,118.67,123.63,-4.01,93.5,0.8,2026-07-02
NEW_HIGH,ALHC,Other,23.8,24.3,-2.06,79.2,0.7,2026-07-02
NEW_HIGH,ALIS,Other,10.18,10.25,-0.68,66.7,3.2,2026-07-02
NEW_HIGH,ALKS,Other,54.58,55.28,-1.27,76.5,0.6,2026-06-26
NEW_HIGH,ALRS,Other,31.11,31.86,-2.35,69.0,0.8,2026-07-01
NEW_HIGH,ALTO,Other,5.56,6.11,-9.0,48.5,0.9,2026-07-01
NEW_HIGH,AMAL,Other,46.04,47.89,-3.86,60.1,0.7,2026-07-01
NEW_HIGH,AMLX,Other,18.27,19.15,-4.6,85.5,0.7,2026-06-30
NEW_HIGH,AMRX,Other,17.15,17.86,-3.98,67.7,0.6,2026-06-26
NEW_HIGH,AOUT,Other,13.37,13.78,-2.98,67.8,0.8,2026-06-29
NEW_HIGH,APAC,Other,10.12,10.18,-0.59,53.3,0.3,2026-06-30
NEW_HIGH,APGE,Other,132.91,133.85,-0.7,91.3,0.5,2026-07-02
NEW_HIGH,APOG,Other,40.57,50.88,-20.26,51.8,0.8,2026-06-26
NEW_HIGH,APPS,Other,12.71,13.6,-6.54,68.4,0.9,2026-07-02
NEW_HIGH,APXT,Other,10.08,10.1,-0.2,68.2,0.1,2026-07-01
NEW_HIGH,AROW,Other,41.29,42.44,-2.71,69.4,0.8,2026-07-02
NEW_HIGH,ARTNA,Other,34.39,34.82,-1.23,73.9,1.0,2026-07-02
NEW_HIGH,ASML,Other,1769.32,1999.96,-11.53,43.4,1.1,2026-06-30
NEW_HIGH,ASND,Other,274.5,274.89,-0.14,93.2,0.6,2026-07-02
NEW_HIGH,ASTH,Other,49.17,51.59,-4.69,83.3,1.3,2026-07-02
NEW_HIGH,ATEX,Other,105.14,111.9,-6.04,73.0,1.0,2026-07-02
NEW_HIGH,ATLC,Other,96.4,112.61,-14.39,56.8,1.1,2026-06-26
NEW_HIGH,AUBN,Other,27.63,28.88,-4.33,70.2,0.3,2026-06-26
NEW_HIGH,AVBH,Other,32.96,34.17,-3.54,62.0,0.5,2026-07-02
NEW_HIGH,AVBP,Other,34.67,35.83,-3.24,75.2,0.8,2026-06-26
NEW_HIGH,AXGN,Other,45.89,46.95,-2.26,62.8,1.5,2026-07-01
NEW_HIGH,BACC,Other,10.86,11.0,-1.27,81.4,0.6,2026-07-01
NEW_HIGH,BATRA,Other,57.61,57.83,-0.38,65.5,1.3,2026-07-01
NEW_HIGH,BATRK,Other,52.77,53.25,-0.9,57.4,0.5,2026-07-01
NEW_HIGH,BBCP,Other,11.11,12.19,-8.86,49.5,0.4,2026-07-02
NEW_HIGH,BBGI,Other,25.35,29.3,-13.48,54.7,0.9,2026-06-29
NEW_HIGH,BCAL,Other,20.86,21.5,-2.98,70.0,0.6,2026-07-02
NEW_HIGH,BCAX,Other,29.0,29.9,-3.01,90.5,0.9,2026-07-01
NEW_HIGH,BCML,Other,33.46,34.42,-2.79,64.1,0.5,2026-07-02
NEW_HIGH,BDSX,Other,21.99,24.92,-11.76,71.8,0.7,2026-07-01
NEW_HIGH,BELFA,Other,230.16,293.51,-21.58,39.0,0.5,2026-06-30
NEW_HIGH,BELFB,Other,266.94,335.29,-20.39,41.0,1.5,2026-06-30
NEW_HIGH,BFC,Other,151.8,154.29,-1.61,66.8,0.6,2026-07-01
NEW_HIGH,BFST,Other,30.64,31.57,-2.95,66.0,0.9,2026-07-02
NEW_HIGH,BHRB,Other,70.15,73.69,-4.8,63.9,0.6,2026-07-02
NEW_HIGH,BIOA,Other,25.1,25.8,-2.71,87.8,0.6,2026-06-29
NEW_HIGH,BIXI,Other,10.02,10.02,0.0,79.4,3.7,2026-07-02
NEW_HIGH,BJRI,Other,58.75,62.07,-5.35,70.4,0.6,2026-07-01
NEW_HIGH,BLFS,Other,28.11,30.0,-6.3,58.5,0.6,2026-06-29
NEW_HIGH,BLZE,Other,15.62,16.59,-5.85,90.7,0.6,2026-07-01
NEW_HIGH,BMRC,Other,28.43,30.34,-6.3,70.5,0.8,2026-07-02
NEW_HIGH,BOF,Other,4.78,5.25,-8.95,71.6,0.7,2026-07-01
NEW_HIGH,BOKF,Other,139.29,142.0,-1.91,65.5,0.7,2026-07-02
NEW_HIGH,BPOP,Other,167.26,169.6,-1.38,68.0,0.6,2026-07-02
NEW_HIGH,BPRN,Other,38.98,39.25,-0.69,65.1,0.8,2026-07-02
NEW_HIGH,BSET,Other,20.23,20.99,-3.62,88.4,2.3,2026-07-02
NEW_HIGH,BSRR,Other,41.09,41.96,-2.07,56.8,0.7,2026-07-02
NEW_HIGH,BSVN,Other,49.59,50.58,-1.96,74.1,1.3,2026-07-01
NEW_HIGH,BTSG,Other,69.03,70.9,-2.64,80.5,0.5,2026-07-02
NEW_HIGH,BUSE,Other,29.65,30.51,-2.82,62.9,0.8,2026-07-02
NEW_HIGH,BUUU,Other,21.8,27.45,-20.58,66.5,1.5,2026-07-02
NEW_HIGH,BVFL,Other,21.64,22.17,-2.39,73.1,0.4,2026-06-26
NEW_HIGH,BWB,Other,21.46,21.84,-1.74,70.6,0.5,2026-07-02
NEW_HIGH,BWFG,Other,58.6,60.5,-3.14,66.2,1.3,2026-07-02
NEW_HIGH,CAC,Other,54.58,56.22,-2.92,66.0,0.7,2026-07-02
NEW_HIGH,CACC,Other,657.12,666.23,-1.37,89.1,0.8,2026-07-02
NEW_HIGH,CADL,Other,9.83,11.36,-13.47,70.6,0.7,2026-06-30
NEW_HIGH,CAKE,Other,79.18,80.93,-2.16,67.9,1.0,2026-07-01
NEW_HIGH,CARE,Other,33.13,35.03,-5.42,73.3,0.9,2026-07-02
NEW_HIGH,CASS,Other,52.51,53.19,-1.28,72.4,0.8,2026-07-01
NEW_HIGH,CATY,Other,62.31,63.72,-2.21,63.3,0.6,2026-07-02
NEW_HIGH,CBC,Other,31.46,31.89,-1.35,74.4,0.9,2026-07-02
NEW_HIGH,CBFV,Other,38.14,38.39,-0.65,54.8,0.2,2026-06-26
NEW_HIGH,CBK,Other,33.4,33.83,-1.27,79.9,1.1,2026-07-02
NEW_HIGH,CBNK,Other,35.52,36.41,-2.44,67.3,0.8,2026-07-01
NEW_HIGH,CCBG,Other,49.63,51.04,-2.76,69.0,0.9,2026-06-26
NEW_HIGH,CCCC,Other,4.3,5.17,-16.83,62.9,0.7,2026-06-30
NEW_HIGH,CCNE,Other,33.69,34.92,-3.52,61.8,0.7,2026-07-02
NEW_HIGH,CCSI,Other,37.94,41.4,-8.36,67.2,0.7,2026-07-01
NEW_HIGH,CCXIU,Other,19.83,20.51,-3.32,94.7,1.4,2026-07-02
NEW_HIGH,CDNA,Other,29.19,30.0,-2.7,72.1,0.9,2026-07-02
NEW_HIGH,CDNL,Other,74.25,96.4,-22.98,56.6,1.7,2026-07-01
NEW_HIGH,CENTA,Other,38.43,39.99,-3.9,59.7,0.5,2026-07-02
NEW_HIGH,CEPV,Other,10.38,10.38,0.0,58.3,0.5,2026-07-02
NEW_HIGH,CERS,Other,3.16,3.2,-1.25,74.4,1.1,2026-07-02
NEW_HIGH,CFFI,Other,82.7,86.18,-4.04,58.9,0.6,2026-06-26
NEW_HIGH,CFFN,Other,8.45,8.69,-2.76,61.9,0.8,2026-07-02
NEW_HIGH,CGEM,Other,17.63,19.43,-9.26,80.6,0.7,2026-06-26
NEW_HIGH,CGNX,Other,67.8,72.88,-6.97,61.3,1.4,2026-06-30
NEW_HIGH,CGON,Other,70.36,77.0,-8.62,78.5,0.6,2026-06-30
NEW_HIGH,CHCO,Other,134.85,135.91,-0.78,65.5,0.7,2026-07-02
NEW_HIGH,CHMG,Other,74.5,76.52,-2.64,59.0,0.6,2026-07-01
NEW_HIGH,CIVB,Other,28.46,29.38,-3.13,63.9,0.8,2026-07-02
NEW_HIGH,CLBK,Other,21.17,21.59,-1.95,56.9,1.3,2026-07-01
NEW_HIGH,CLDX,Other,38.37,39.16,-2.02,86.3,0.5,2026-06-30
NEW_HIGH,CLOV,Other,5.26,5.59,-5.9,60.3,0.6,2026-06-29
NEW_HIGH,CLYM,Other,12.9,13.69,-5.77,69.3,0.7,2026-06-30
NEW_HIGH,CMPS,Other,13.62,15.4,-11.56,65.6,1.2,2026-06-29
NEW_HIGH,CNOB,Other,32.52,33.97,-4.27,53.2,1.1,2026-07-01
NEW_HIGH,CNXN,Other,72.43,75.3,-3.81,50.1,0.8,2026-07-01
NEW_HIGH,COFS,Other,33.92,34.9,-2.81,68.9,0.7,2026-06-30
NEW_HIGH,COHU,Other,59.27,74.6,-20.55,50.7,1.4,2026-06-30
NEW_HIGH,COLB,Other,31.72,32.77,-3.2,58.5,1.0,2026-07-02
NEW_HIGH,CORT,Other,90.21,91.0,-0.87,69.9,0.8,2026-07-01
NEW_HIGH,CPBI,Other,18.91,19.11,-1.05,66.4,0.4,2026-06-30
NEW_HIGH,CPIX,Other,6.37,7.32,-12.98,59.5,2.2,2026-07-02
NEW_HIGH,CRAQ,Other,10.32,10.32,0.0,84.6,0.5,2026-07-02
NEW_HIGH,CRWS,Other,2.95,3.04,-2.96,63.6,1.8,2026-07-02
NEW_HIGH,CSTE,Other,2.21,2.62,-15.65,77.2,4.1,2026-07-02
NEW_HIGH,CSWC,Other,23.73,24.13,-1.66,58.6,0.8,2026-07-02
NEW_HIGH,CTNM,Other,15.1,16.91,-10.7,70.2,0.8,2026-06-30
NEW_HIGH,CVBF,Other,22.81,23.33,-2.23,70.0,0.7,2026-07-02
NEW_HIGH,CWBC,Other,26.97,27.73,-2.74,65.1,0.7,2026-07-02
NEW_HIGH,CYTK,Other,86.49,88.31,-2.06,88.9,0.8,2026-06-30
NEW_HIGH,CZFS,Other,72.21,74.7,-3.33,61.2,0.6,2026-07-01
NEW_HIGH,CZNC,Other,23.63,24.08,-1.87,67.0,0.8,2026-07-02
NEW_HIGH,CZWI,Other,23.67,24.42,-3.07,73.1,1.4,2026-07-02
NEW_HIGH,DAVE,Other,387.36,404.44,-4.22,82.2,0.9,2026-07-01
NEW_HIGH,DFTX,Other,44.19,49.2,-10.18,83.1,0.5,2026-06-30
NEW_HIGH,DGICB,Other,21.78,24.0,-9.25,57.6,0.0,2026-06-26
NEW_HIGH,DGII,Other,72.15,76.41,-5.58,62.5,1.2,2026-07-01
NEW_HIGH,DMAA,Other,10.65,10.65,0.0,75.0,0.0,2026-07-02
NEW_HIGH,DNLI,Other,25.83,26.8,-3.62,86.6,0.7,2026-07-02
NEW_HIGH,DNTH,Other,94.34,98.7,-4.42,72.5,0.5,2026-06-30
NEW_HIGH,DRH,Other,12.08,12.45,-2.97,58.7,0.8,2026-06-26
NEW_HIGH,DRTS,Other,13.23,13.23,0.0,81.8,1.3,2026-07-02
NEW_HIGH,DWSN,Other,5.89,6.25,-5.76,67.3,1.5,2026-07-01
NEW_HIGH,EBC,Other,22.36,22.89,-2.32,72.2,0.4,2026-07-02
NEW_HIGH,EBMT,Other,23.64,24.66,-4.14,52.4,0.6,2026-07-01
NEW_HIGH,ECBK,Other,20.2,20.5,-1.46,56.0,0.4,2026-07-02
NEW_HIGH,ECPG,Other,90.61,94.6,-4.22,79.5,1.2,2026-07-01
NEW_HIGH,EFSC,Other,65.8,67.53,-2.56,63.3,0.6,2026-06-26
NEW_HIGH,EGBN,Other,27.59,29.29,-5.8,43.9,0.6,2026-06-26
NEW_HIGH,ELVN,Other,49.82,52.39,-4.91,70.7,0.3,2026-06-30
NEW_HIGH,EMIS,Other,10.18,10.18,0.0,63.6,4.0,2026-07-02
NEW_HIGH,EML,Other,29.11,29.91,-2.67,88.4,0.6,2026-07-01
NEW_HIGH,EQ,Other,2.91,3.54,-17.8,54.1,3.5,2026-06-30
NEW_HIGH,ESTA,Other,89.25,90.5,-1.38,60.2,0.5,2026-06-26
NEW_HIGH,ETON,Other,37.5,37.97,-1.24,83.5,1.2,2026-07-02
NEW_HIGH,EURK,Other,11.41,14.28,-20.1,46.6,0.1,2026-06-30
NEW_HIGH,EXEL,Other,55.85,56.2,-0.62,62.7,0.9,2026-07-02
NEW_HIGH,EXTR,Other,29.8,33.1,-9.97,41.4,0.8,2026-06-30
NEW_HIGH,FA,Other,20.53,20.59,-0.29,83.1,0.9,2026-07-02
NEW_HIGH,FATE,Other,2.92,3.21,-9.03,73.2,0.9,2026-07-02
NEW_HIGH,FBIZ,Other,63.85,65.49,-2.5,69.2,0.8,2026-07-02
NEW_HIGH,FBLA,Other,15.21,15.46,-1.62,75.9,0.6,2026-06-26
NEW_HIGH,FBNC,Other,63.8,66.06,-3.42,64.7,0.9,2026-07-01
NEW_HIGH,FCBC,Other,45.12,45.84,-1.57,58.6,0.8,2026-07-02
NEW_HIGH,FCCO,Other,32.93,34.01,-3.18,58.3,0.4,2026-06-26
NEW_HIGH,FCEL,Other,28.11,37.88,-25.79,64.0,0.8,2026-06-30
NEW_HIGH,FDBC,Other,52.81,53.43,-1.16,60.5,0.5,2026-07-01
NEW_HIGH,FDMT,Other,13.0,14.0,-7.14,81.1,0.9,2026-06-30
NEW_HIGH,FDSB,Other,16.62,16.62,0.0,84.2,0.4,2026-07-02
NEW_HIGH,FENC,Other,10.7,11.31,-5.39,75.1,0.5,2026-06-29
NEW_HIGH,FFBC,Other,34.39,35.0,-1.74,74.4,0.9,2026-07-02
NEW_HIGH,FHB,Other,29.97,30.52,-1.8,68.1,0.9,2026-07-02
NEW_HIGH,FIBK,Other,39.15,39.65,-1.26,71.3,0.8,2026-07-02
NEW_HIGH,FISI,Other,39.02,40.26,-3.08,62.5,0.6,2026-07-01
NEW_HIGH,FLNT,Other,3.9,4.15,-6.02,85.0,0.1,2026-07-01
NEW_HIGH,FLXS,Other,72.49,77.19,-6.09,74.2,0.9,2026-07-02
NEW_HIGH,FLYW,Other,18.75,18.92,-0.9,83.7,1.0,2026-07-02
NEW_HIGH,FMAO,Other,30.67,32.0,-4.16,70.3,1.0,2026-07-02
NEW_HIGH,FMBH,Other,48.46,49.64,-2.38,65.3,0.6,2026-07-01
NEW_HIGH,FMNB,Other,14.64,14.97,-2.2,55.5,0.8,2026-07-02
NEW_HIGH,FNLC,Other,35.04,35.93,-2.48,75.2,0.7,2026-06-29
NEW_HIGH,FNWB,Other,11.15,11.51,-3.13,63.1,0.5,2026-07-02
NEW_HIGH,FORM,Other,123.59,160.27,-22.89,47.9,1.0,2026-06-30
NEW_HIGH,FRAF,Other,63.62,64.76,-1.76,64.4,1.3,2026-07-02
NEW_HIGH,FRBA,Other,17.63,18.19,-3.08,67.0,0.7,2026-07-01
NEW_HIGH,FRME,Other,43.44,44.59,-2.58,64.6,0.9,2026-07-02
NEW_HIGH,FROG,Other,94.81,96.0,-1.24,73.5,0.8,2026-07-02
NEW_HIGH,FRST,Other,15.82,16.77,-5.66,56.0,0.6,2026-06-26
NEW_HIGH,FSBC,Other,48.66,50.01,-2.7,74.8,0.6,2026-07-02
NEW_HIGH,FSBW,Other,43.92,44.89,-2.16,60.8,1.0,2026-07-01
NEW_HIGH,FTDR,Other,78.5,80.09,-1.99,88.1,0.9,2026-07-02
NEW_HIGH,FULT,Other,24.11,24.71,-2.43,66.2,0.7,2026-07-02
NEW_HIGH,FUNC,Other,44.53,46.3,-3.82,62.3,0.6,2026-07-01
NEW_HIGH,FUSB,Other,16.5,16.99,-2.88,55.9,0.0,2026-07-01
NEW_HIGH,FVN,Other,10.97,11.99,-8.51,66.1,0.0,2026-06-30
NEW_HIGH,FXNC,Other,30.04,31.21,-3.75,53.8,0.3,2026-07-01
NEW_HIGH,GCBC,Other,34.66,34.77,-0.32,76.3,0.7,2026-07-01
NEW_HIGH,GCMG,Other,12.91,12.98,-0.54,89.8,0.5,2026-07-02
NEW_HIGH,GH,Other,167.98,172.61,-2.68,78.7,1.0,2026-07-01
NEW_HIGH,GHRS,Other,27.01,28.96,-6.73,74.3,0.6,2026-06-29
NEW_HIGH,GLBS,Other,3.09,3.19,-3.13,71.4,0.4,2026-07-02
NEW_HIGH,GSBC,Other,78.83,81.93,-3.78,63.8,1.0,2026-07-02
NEW_HIGH,GTEN,Other,10.49,10.6,-1.04,60.1,7.1,2026-07-02
NEW_HIGH,GTERA,Other,10.31,10.32,-0.1,60.0,0.0,2026-06-29
NEW_HIGH,GTX,Other,31.75,36.25,-12.41,42.8,1.4,2026-06-30
NEW_HIGH,HAFC,Other,32.49,33.5,-3.01,61.1,0.6,2026-07-02
NEW_HIGH,HAVA,Other,10.1,10.13,-0.3,57.1,0.0,2026-06-29
NEW_HIGH,HBCP,Other,69.32,71.46,-2.99,58.1,1.1,2026-07-02
NEW_HIGH,HBNC,Other,19.78,20.42,-3.13,56.1,0.7,2026-07-02
NEW_HIGH,HBT,Other,32.18,33.1,-2.78,71.4,0.5,2026-07-02
NEW_HIGH,HCSG,Other,25.15,25.55,-1.57,86.2,0.9,2026-07-01
NEW_HIGH,HFBL,Other,20.8,23.25,-10.54,62.1,8.9,2026-07-02
NEW_HIGH,HFWA,Other,29.7,30.58,-2.88,58.4,0.6,2026-07-02
NEW_HIGH,HOFT,Other,16.82,18.09,-7.02,61.3,0.6,2026-07-01
NEW_HIGH,HOPE,Other,13.58,14.05,-3.35,62.4,0.8,2026-07-02
NEW_HIGH,HTO,Other,62.42,62.67,-0.4,86.2,1.1,2026-07-02
NEW_HIGH,HWBK,Other,38.64,40.36,-4.26,57.2,0.4,2026-07-01
NEW_HIGH,HWC,Other,74.61,76.39,-2.33,64.4,1.1,2026-07-02
NEW_HIGH,HYNE,Other,16.69,16.86,-1.01,69.4,0.4,2026-06-26
NEW_HIGH,IART,Other,18.05,18.92,-4.6,56.9,0.7,2026-06-29
NEW_HIGH,IBOC,Other,75.9,78.46,-3.26,50.9,0.6,2026-06-26
NEW_HIGH,ICCC,Other,10.29,11.16,-7.8,59.0,1.5,2026-07-01
NEW_HIGH,ICHR,Other,98.22,113.58,-13.52,59.8,1.4,2026-07-01
NEW_HIGH,IGAC,Other,10.03,10.03,0.0,71.5,0.4,2026-07-02
NEW_HIGH,IGACR,Other,0.18,0.22,-18.18,33.3,2.8,2026-07-01
NEW_HIGH,IGIC,Other,27.66,27.93,-0.97,64.4,1.1,2026-07-02
NEW_HIGH,ILMN,Other,188.68,189.36,-0.36,68.0,1.4,2026-07-02
NEW_HIGH,IMUX,Other,14.8,15.84,-6.57,70.3,0.6,2026-06-26
NEW_HIGH,IMVT,Other,38.79,39.28,-1.25,84.0,0.6,2026-06-26
NEW_HIGH,INAC,Other,10.25,10.27,-0.19,49.5,1.1,2026-07-02
NEW_HIGH,INBK,Other,28.1,28.88,-2.7,69.5,1.9,2026-07-02
NEW_HIGH,INDB,Other,84.18,85.74,-1.82,62.5,0.6,2026-07-01
NEW_HIGH,INDV,Other,39.8,42.81,-7.03,61.6,0.8,2026-06-26
NEW_HIGH,INNV,Other,11.99,12.64,-5.14,87.2,0.7,2026-06-30
NEW_HIGH,IPCX,Other,10.35,10.35,0.0,66.7,0.3,2026-07-02
